stance_1,stance_2,polarity,timestamp,key,wave
I am concerned about cholesterol,I eat more fish and chicken,positive,2025-12-11T01:31:00.933Z,f98f0b882797728b,1
I am concerned about cholesterol,I try to avoid red meat,positive,2025-12-11T01:31:10.365Z,f98f0b882797728b,1
I eat common meat regularly,I buy meat available at grocery stores,positive,2025-12-11T01:31:29.840Z,f98f0b882797728b,1
I avoid uncommon meats like rabbit,I eat common meat regularly,positive,2025-12-11T01:31:41.141Z,f98f0b882797728b,1
I eat common meat regularly,My family values eating common meat,positive,2025-12-11T01:32:01.182Z,f98f0b882797728b,1
I buy meat available at grocery stores,I am influenced by meat affordability,positive,2025-12-11T01:32:13.068Z,f98f0b882797728b,1
I eat common meat regularly,I try to avoid red meat,negative,2025-12-11T01:32:51.565Z,f98f0b882797728b,1
Social contacts also eat meat out of habit,Eating meat is a habit,positive,2025-12-11T02:24:38.571Z,ef09b0942ba51b5e,1
I eat meat for lunch and dinner,Meals feel incomplete without meat,positive,2025-12-11T02:25:02.497Z,ef09b0942ba51b5e,1
Meat for breakfast is expensive,I skip meat at breakfast,positive,2025-12-11T02:25:17.821Z,ef09b0942ba51b5e,1
Eating meat is a habit,Meals feel incomplete without meat,positive,2025-12-11T02:25:31.763Z,ef09b0942ba51b5e,1
I want to lower my A1c level,I want to eat less meat for health,positive,2025-12-11T02:25:54.633Z,ef09b0942ba51b5e,1
I want to eat less meat for health,I skip meat at breakfast,positive,2025-12-11T02:26:05.820Z,ef09b0942ba51b5e,1
I want to lower my A1c level,I eat meat for lunch and dinner,negative,2025-12-11T02:28:00.111Z,ef09b0942ba51b5e,1
I want to eat less meat for health,Social contacts also eat meat out of habit,negative,2025-12-11T02:28:19.135Z,ef09b0942ba51b5e,1
I want to eat less meat for health,Family and friends include meat in meals,negative,2025-12-11T02:28:26.193Z,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,I eat meat for lunch and dinner,negative,2025-12-11T02:28:39.701Z,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,Family and friends include meat in meals,negative,2025-12-11T02:28:42.703Z,ef09b0942ba51b5e,1
I skip meat at breakfast,Meat for breakfast is expensive,negative,2025-12-11T02:28:56.615Z,ef09b0942ba51b5e,1
Social contacts also eat meat out of habit,Becoming pescatarian is my goal,negative,2025-12-11T02:29:25.720Z,ef09b0942ba51b5e,1
I tried being vegetarian,I love animals,positive,2025-12-11T03:40:38.078Z,cde5af9c10e5d7af,1
I want to be healthy,I eat chicken and fish,positive,2025-12-11T03:40:42.272Z,cde5af9c10e5d7af,1
I want to be healthy,I like clean meats,positive,2025-12-11T03:40:49.418Z,cde5af9c10e5d7af,1
I like clean meats,I eat chicken and fish,positive,2025-12-11T03:40:51.497Z,cde5af9c10e5d7af,1
I eat chicken and fish,I love animals,negative,2025-12-11T03:41:36.502Z,cde5af9c10e5d7af,1
I like clean meats,I love animals,negative,2025-12-11T03:41:59.286Z,cde5af9c10e5d7af,1
I enjoy eating meat,I eat meat a couple times a day,positive,2025-12-11T09:45:19.784Z,7142ee58205c21de,1
I try to balance meat with other foods,I sometimes have vegetarian meals,positive,2025-12-11T09:45:36.008Z,7142ee58205c21de,1
I want lighter or more vegetable meals sometimes,I sometimes have vegetarian meals,positive,2025-12-11T09:45:51.552Z,7142ee58205c21de,1
I want to eat healthier and add variety,I try to balance meat with other foods,positive,2025-12-11T09:46:40.143Z,7142ee58205c21de,1
I try to balance meat with other foods,I notice meat-eating when thinking about health,positive,2025-12-11T09:46:55.432Z,7142ee58205c21de,1
I am influenced by friends eating vegetarian meals,I sometimes have vegetarian meals,positive,2025-12-11T09:47:53.415Z,7142ee58205c21de,1
I am influenced by family enjoying meat-free meals,I sometimes have vegetarian meals,positive,2025-12-11T09:48:01.984Z,7142ee58205c21de,1
I enjoy eating meat,I want lighter or more vegetable meals sometimes,negative,2025-12-11T09:49:22.095Z,7142ee58205c21de,1
I eat meat a couple times a day,I sometimes have vegetarian meals,negative,2025-12-11T09:49:40.216Z,7142ee58205c21de,1
I try to balance meat with other foods,I sometimes have vegetarian meals,negative,2025-12-11T09:49:55.831Z,7142ee58205c21de,1
Health is my main motivator,I avoid processed meat products,positive,2025-12-16T19:00:24.046Z,4c0618a1f49cf2e9,2
Health is my main motivator,I avoid beef,positive,2025-12-16T19:00:26.489Z,4c0618a1f49cf2e9,2
I avoid processed meat products,I avoid beef,positive,2025-12-16T19:00:30.466Z,4c0618a1f49cf2e9,2
Health is my main motivator,I incorporate fish weekly,positive,2025-12-16T19:00:33.102Z,4c0618a1f49cf2e9,2
Health is my main motivator,I eat chicken regularly,positive,2025-12-16T19:00:35.940Z,4c0618a1f49cf2e9,2
Health is my main motivator,I eat wild game from family,positive,2025-12-16T19:00:38.095Z,4c0618a1f49cf2e9,2
Health is my main motivator,I try to buy organic meat,positive,2025-12-16T19:00:40.331Z,4c0618a1f49cf2e9,2
I try to buy organic meat,I eat chicken regularly,positive,2025-12-16T19:00:46.884Z,4c0618a1f49cf2e9,2
I eat wild game from family,Wild game availability prompts discussions,positive,2025-12-16T19:01:17.815Z,4c0618a1f49cf2e9,2
I am concerned about animal welfare,I avoid beef,positive,2025-12-16T19:01:25.431Z,4c0618a1f49cf2e9,2
Health is my main motivator,I am concerned about animal welfare,negative,2025-12-16T19:02:37.644Z,4c0618a1f49cf2e9,2
I eat chicken regularly,I am concerned about animal welfare,negative,2025-12-16T19:03:31.822Z,4c0618a1f49cf2e9,2
I try to reduce cholesterol by eating less meat,I eat meat daily with moderation,positive,2025-12-16T18:30:16.933Z,7965eb39cc1b7b97,2
People I know reduce meat for health reasons,My social contacts eat meat for nutrition,negative,2025-12-16T18:30:35.549Z,7965eb39cc1b7b97,2
I want more longevity,I noticed health benefits from vegetarian diet,positive,2025-12-16T18:36:48.984Z,8f96fa223f234180,2
I am trying to cut processed meats,I want more longevity,positive,2025-12-16T18:36:52.704Z,8f96fa223f234180,2
I want better blood work numbers,I want more longevity,positive,2025-12-16T18:36:55.846Z,8f96fa223f234180,2
I eat mostly chicken and fish,I am cutting out red meat,positive,2025-12-16T18:37:02.303Z,8f96fa223f234180,2
I really like processed meats,I am trying to cut processed meats,negative,2025-12-16T18:37:28.276Z,8f96fa223f234180,2
I really like processed meats,I want better blood work numbers,negative,2025-12-16T18:37:34.620Z,8f96fa223f234180,2
I missed variety in vegetarian menus,I have tried vegetarian diets,negative,2025-12-16T18:37:43.680Z,8f96fa223f234180,2
I think processed meats are more harmful,I really like processed meats,negative,2025-12-16T18:37:48.023Z,8f96fa223f234180,2
I want more longevity,I really like processed meats,negative,2025-12-16T18:37:55.065Z,8f96fa223f234180,2
I balance meat intake for health,I am concerned about meat healthiness,positive,2025-12-16T18:49:53.470Z,25c3702e02bdfd45,2
I am concerned about meat healthiness,I want to regulate my weight,positive,2025-12-16T18:50:01.441Z,25c3702e02bdfd45,2
I enjoy eating meat,I want to regulate my weight,negative,2025-12-16T18:50:16.806Z,25c3702e02bdfd45,2
Family traditions involve eating meat,I enjoy eating meat,negative,2025-12-16T18:50:26.565Z,25c3702e02bdfd45,2
I experienced health benefits from eating meat,I lost over 100 pounds eating this way,positive,2025-12-16T18:39:01.365Z,b06ebcb759ca3ce4,2
I experienced health benefits from eating meat,I was pre-diabetic before changing my diet,positive,2025-12-16T18:39:12.548Z,b06ebcb759ca3ce4,2
I follow a ketogenic diet,I restrict my diet to mostly meat,positive,2025-12-16T18:39:22.778Z,b06ebcb759ca3ce4,2
I plan elimination and reintegration diets,I experienced health benefits from eating meat,positive,2025-12-16T18:40:01.735Z,b06ebcb759ca3ce4,2
I run out of the right foods sometimes,I eat 'cheat meals' when unprepared,negative,2025-12-16T18:40:18.266Z,b06ebcb759ca3ce4,2
I eat 'cheat meals' when unprepared,I avoid foods that cause allergies,negative,2025-12-16T18:40:24.776Z,b06ebcb759ca3ce4,2
I experienced health benefits from eating meat,I avoid foods that cause allergies,negative,2025-12-16T18:40:37.024Z,b06ebcb759ca3ce4,2
I experienced health benefits from eating meat,I eat 'cheat meals' when unprepared,negative,2025-12-16T18:40:43.257Z,b06ebcb759ca3ce4,2
I cook meat for family preferences,Taste motivates me to eat meat,positive,2025-12-16T18:44:37.487Z,99229f1b414f5809,2
I cook meat for family preferences,I avoid fatty meats,positive,2025-12-16T18:44:44.666Z,99229f1b414f5809,2
I cook meat for family preferences,I choose leaner meat options,positive,2025-12-16T18:44:46.527Z,99229f1b414f5809,2
I cook meat for family preferences,My family eats more meat than I do,negative,2025-12-16T18:45:11.399Z,99229f1b414f5809,2
I cook meat for family preferences,Taste motivates me to eat meat,negative,2025-12-16T18:45:21.542Z,99229f1b414f5809,2
I enjoy the taste of meat,Chicken is familiar in my meals,positive,2025-12-16T18:50:48.819Z,bb43950de402cf68,2
I enjoy the taste of meat,I like to try new meats,positive,2025-12-16T18:50:51.931Z,bb43950de402cf68,2
I enjoy the taste of meat,I eat meat four to five days weekly,positive,2025-12-16T18:50:53.647Z,bb43950de402cf68,2
I enjoy the taste of meat,Family usually eats chicken together,positive,2025-12-16T18:50:55.571Z,bb43950de402cf68,2
I enjoy the taste of meat,Chicken is easy to cook,positive,2025-12-16T18:50:56.399Z,bb43950de402cf68,2
Chicken is easy to cook,Chicken is familiar in my meals,positive,2025-12-16T18:51:00.585Z,bb43950de402cf68,2
I eat meat four to five days weekly,I like to try new meats,positive,2025-12-16T18:51:04.442Z,bb43950de402cf68,2
Family usually eats chicken together,Chicken is familiar in my meals,positive,2025-12-16T18:51:19.155Z,bb43950de402cf68,2
I enjoy the taste of meat,Limited fish options available,negative,2025-12-16T18:51:28.723Z,bb43950de402cf68,2
I like to try new meats,Chicken is easy to cook,negative,2025-12-16T18:51:33.098Z,bb43950de402cf68,2
I eat meat four to five days weekly,Limited fish options available,negative,2025-12-16T18:51:47.477Z,bb43950de402cf68,2
Chicken is easy to cook,Limited fish options available,negative,2025-12-16T18:52:09.301Z,bb43950de402cf68,2
Chicken is familiar in my meals,Limited fish options available,negative,2025-12-16T18:52:11.201Z,bb43950de402cf68,2
Family usually eats chicken together,Limited fish options available,negative,2025-12-16T18:52:16.179Z,bb43950de402cf68,2
I eat meat multiple times a day,Meat is satisfying and filling,positive,2025-12-16T18:58:37.752Z,5152ad6df864fdab,2
I want to be healthy,Meat has high protein and low carb,positive,2025-12-16T18:58:44.598Z,5152ad6df864fdab,2
I eat meat multiple times a day,Meat can cause constipation,positive,2025-12-16T18:58:56.999Z,5152ad6df864fdab,2
Some family members avoid pork,I avoid too much processed meat,positive,2025-12-16T18:59:07.164Z,5152ad6df864fdab,2
I want to keep muscle strong,I want to be healthy,positive,2025-12-16T18:59:12.173Z,5152ad6df864fdab,2
I want to be healthy,I avoid too much processed meat,negative,2025-12-16T18:59:40.866Z,5152ad6df864fdab,2
I eat meat multiple times a day,Cost of meat is expensive,negative,2025-12-16T18:59:50.163Z,5152ad6df864fdab,2
I want to keep muscle strong,Meat can cause constipation,negative,2025-12-16T19:00:00.558Z,5152ad6df864fdab,2
Meat is satisfying and filling,Cost of meat is expensive,negative,2025-12-16T19:00:06.184Z,5152ad6df864fdab,2
Some family members avoid pork,I eat meat multiple times a day,negative,2025-12-16T19:00:16.494Z,5152ad6df864fdab,2
Meat has high protein and low carb,Meat can cause constipation,negative,2025-12-16T19:00:29.557Z,5152ad6df864fdab,2
I enjoy the taste of meat,I eat meat four or five times weekly,positive,2025-12-16T18:43:11.882Z,5e00cb1279c86d31,2
Most social contacts eat meat,I eat meat four or five times weekly,positive,2025-12-16T18:43:17.542Z,5e00cb1279c86d31,2
Eating meat is easier than vegetarian meals,I eat meat four or five times weekly,positive,2025-12-16T18:43:20.037Z,5e00cb1279c86d31,2
Eating meat is easier than vegetarian meals,I enjoy the taste of meat,positive,2025-12-16T18:43:24.372Z,5e00cb1279c86d31,2
I believe humans should eat less meat,I am an animal lover,positive,2025-12-16T18:43:32.986Z,5e00cb1279c86d31,2
I believe humans should eat less meat,I tried a meat-free diet before,positive,2025-12-16T18:43:35.268Z,5e00cb1279c86d31,2
I am an animal lover,I eat meat four or five times weekly,negative,2025-12-16T18:43:50.381Z,5e00cb1279c86d31,2
I am an animal lover,I enjoy the taste of meat,negative,2025-12-16T18:43:52.080Z,5e00cb1279c86d31,2
I am an animal lover,Eating meat is easier than vegetarian meals,negative,2025-12-16T18:43:57.016Z,5e00cb1279c86d31,2
I believe humans should eat less meat,I eat meat four or five times weekly,negative,2025-12-16T18:44:04.363Z,5e00cb1279c86d31,2
I enjoy the taste of meat,I believe humans should eat less meat,negative,2025-12-16T18:44:07.625Z,5e00cb1279c86d31,2
I believe humans should eat less meat,Eating meat is easier than vegetarian meals,negative,2025-12-16T18:44:10.185Z,5e00cb1279c86d31,2
I eat meat most meals,I grew up eating meat,positive,2025-12-16T18:40:04.685Z,b3f7e055bf4647c4,2
I eat meat most meals,My family likes meat,positive,2025-12-16T18:40:07.642Z,b3f7e055bf4647c4,2
I eat meat most meals,I like meat,positive,2025-12-16T18:40:10.210Z,b3f7e055bf4647c4,2
I eat meat most meals,I have considered eating less meat to save money,negative,2025-12-16T18:40:23.047Z,b3f7e055bf4647c4,2
I have considered eating less meat to save money,I like meat,negative,2025-12-16T18:40:30.740Z,b3f7e055bf4647c4,2
I have considered eating less meat to save money,My family likes meat,negative,2025-12-16T18:40:33.075Z,b3f7e055bf4647c4,2
My family stopped eating meat,I am concerned about digestion difficulties,positive,2025-12-16T19:03:27.064Z,ca1edc15c837e28e,2
My family stopped eating meat,I stopped eating meat,positive,2025-12-16T19:03:44.485Z,ca1edc15c837e28e,2
My family stopped eating meat,I have access to meat alternatives,positive,2025-12-16T19:03:57.830Z,ca1edc15c837e28e,2
My family stopped eating meat,I am concerned about meat fat content,positive,2025-12-16T19:04:27.075Z,ca1edc15c837e28e,2
I have financial limitations,I want to avoid hunger,positive,2025-12-16T19:04:48.523Z,ca1edc15c837e28e,2
I eat salmon occasionally,I have financial limitations,negative,2025-12-16T19:05:09.659Z,ca1edc15c837e28e,2
I eat salmon occasionally,I want to avoid hunger,negative,2025-12-16T19:05:19.330Z,ca1edc15c837e28e,2
I eat meat regularly,I choose white meat over red meat sometimes,positive,2025-12-16T18:52:09.852Z,c7383a60cb3d5477,2
I eat meat regularly,White meat is high in protein,positive,2025-12-16T18:52:11.796Z,c7383a60cb3d5477,2
My friends eat meat for convenience,I eat meat regularly,positive,2025-12-16T18:52:16.012Z,c7383a60cb3d5477,2
I was raised vegetarian,White meat is high in protein,negative,2025-12-16T18:52:28.965Z,c7383a60cb3d5477,2
I was raised vegetarian,I choose white meat over red meat sometimes,negative,2025-12-16T18:52:31.256Z,c7383a60cb3d5477,2
I eat meat regularly,I was raised vegetarian,negative,2025-12-16T18:52:34.774Z,c7383a60cb3d5477,2
I was raised vegetarian,My friends eat meat for convenience,negative,2025-12-16T18:52:36.863Z,c7383a60cb3d5477,2
Doctor recommended eating meat during pregnancy,I eat red meat up to twice a week,positive,2025-12-16T18:54:31.973Z,761f1ce0efbbce9e,2
Doctor recommended eating meat during pregnancy,I eat poultry or fish two to three times weekly,positive,2025-12-16T18:54:33.685Z,761f1ce0efbbce9e,2
Doctor recommended eating meat during pregnancy,I eat fish to feel physically and mentally better,positive,2025-12-16T18:54:36.083Z,761f1ce0efbbce9e,2
I was vegetarian for 19 years,Doctor recommended eating meat during pregnancy,positive,2025-12-16T18:54:39.377Z,761f1ce0efbbce9e,2
I eat red meat up to twice a week,I feel energized after eating a burger,positive,2025-12-16T18:54:42.771Z,761f1ce0efbbce9e,2
I eat poultry or fish two to three times weekly,I crave chicken sometimes,positive,2025-12-16T18:54:47.546Z,761f1ce0efbbce9e,2
I was vegetarian for 19 years,I often do not eat any meat,positive,2025-12-16T18:54:51.282Z,761f1ce0efbbce9e,2
I was vegetarian for 19 years,Doctor recommended eating meat during pregnancy,negative,2025-12-16T18:55:11.060Z,761f1ce0efbbce9e,2
Doctor recommended eating meat during pregnancy,I eat red meat up to twice a week,negative,2025-12-16T18:55:12.063Z,761f1ce0efbbce9e,2
Doctor recommended eating meat during pregnancy,I eat poultry or fish two to three times weekly,negative,2025-12-16T18:55:13.670Z,761f1ce0efbbce9e,2
Doctor recommended eating meat during pregnancy,I eat fish to feel physically and mentally better,negative,2025-12-16T18:55:15.049Z,761f1ce0efbbce9e,2
I eat red meat up to twice a week,I feel energized after eating a burger,negative,2025-12-16T18:55:18.645Z,761f1ce0efbbce9e,2
I eat poultry or fish two to three times weekly,I crave chicken sometimes,negative,2025-12-16T18:55:20.091Z,761f1ce0efbbce9e,2
Meat makes meals tastier,Meat goes well with foods like pasta or rice,positive,2025-12-16T19:10:54.812Z,6db699e0a33315d4,2
Household shares same meat-eating habits,I have limited money for other foods,positive,2025-12-16T19:11:02.998Z,6db699e0a33315d4,2
Meat makes meals easier to eat and enjoyable,Meat goes well with foods like pasta or rice,positive,2025-12-16T19:11:11.476Z,6db699e0a33315d4,2
I considered eating less meat after documentaries,I am concerned about food processing and pollution,positive,2025-12-16T19:11:25.078Z,6db699e0a33315d4,2
Most dinners I cook include meat,I have limited money for other foods,positive,2025-12-16T19:11:39.681Z,6db699e0a33315d4,2
I am concerned about food processing and pollution,Most dinners I cook include meat,negative,2025-12-16T19:12:26.675Z,6db699e0a33315d4,2
Meat makes meals easier to eat and enjoyable,I am concerned about food processing and pollution,negative,2025-12-16T19:12:36.613Z,6db699e0a33315d4,2
Meat makes meals tastier,I considered eating less meat after documentaries,negative,2025-12-16T19:12:39.413Z,6db699e0a33315d4,2
Meat is usually included in dinners,I enjoy shared meals with others,positive,2025-12-16T19:26:39.085Z,05dc9cc1ea5a74bc,2
I want to enjoy meals regardless of health advice,Meat is usually included in dinners,positive,2025-12-16T19:26:56.150Z,05dc9cc1ea5a74bc,2
Meat is usually included in dinners,I enjoy eating steak,positive,2025-12-16T19:27:03.135Z,05dc9cc1ea5a74bc,2
Meat is usually included in dinners,I value variety in types of meat,positive,2025-12-16T19:27:46.843Z,05dc9cc1ea5a74bc,2
I eat meat four to five days weekly,Meat is usually included in dinners,positive,2025-12-16T19:27:51.218Z,05dc9cc1ea5a74bc,2
Community often eats meat together,Meat is usually included in dinners,positive,2025-12-16T19:27:57.219Z,05dc9cc1ea5a74bc,2
I enjoy eating steak,I value variety in types of meat,positive,2025-12-16T19:28:33.970Z,05dc9cc1ea5a74bc,2
I want to enjoy meals regardless of health advice,I enjoy eating steak,positive,2025-12-16T19:28:43.973Z,05dc9cc1ea5a74bc,2
I enjoy shared meals with others,I value variety in types of meat,positive,2025-12-16T19:28:47.993Z,05dc9cc1ea5a74bc,2
I eat meat four to five days weekly,I value variety in types of meat,positive,2025-12-16T19:29:04.870Z,05dc9cc1ea5a74bc,2
Community often eats meat together,I value variety in types of meat,positive,2025-12-16T19:29:17.075Z,05dc9cc1ea5a74bc,2
I want to enjoy meals regardless of health advice,I do not trust negative media about meat,negative,2025-12-16T19:29:55.547Z,05dc9cc1ea5a74bc,2
Friends or family sometimes restrict meat for health,Community often eats meat together,negative,2025-12-16T19:30:04.605Z,05dc9cc1ea5a74bc,2
I do not trust negative media about meat,Friends or family sometimes restrict meat for health,negative,2025-12-16T19:30:17.615Z,05dc9cc1ea5a74bc,2
I balance meat with plant-based meals,I eat meat occasionally,positive,2025-12-16T19:36:44.285Z,7aa3b079e2dda8a1,2
I am concerned about environmental impacts,Friends reduce meat for environmental reasons,positive,2025-12-16T19:37:11.587Z,7aa3b079e2dda8a1,2
Friends reduce meat for ethical reasons,I am concerned about animal welfare,positive,2025-12-16T19:37:26.271Z,7aa3b079e2dda8a1,2
I enjoy the taste of meat,I eat meat occasionally,positive,2025-12-16T19:37:35.719Z,7aa3b079e2dda8a1,2
I am concerned about animal welfare,I enjoy the taste of meat,negative,2025-12-16T19:38:33.125Z,7aa3b079e2dda8a1,2
I enjoy the taste of meat,I am concerned about environmental impacts,negative,2025-12-16T19:38:44.522Z,7aa3b079e2dda8a1,2
I look for reduced price fresh meat,I stock up on meat when discounted,positive,2025-12-16T19:08:26.212Z,72148bfd1d0973af,2
I enjoy eating beef and chicken,I balance meals with vegetables and salad,positive,2025-12-16T19:08:32.018Z,72148bfd1d0973af,2
I eat protein every day,I balance meals with vegetables and salad,positive,2025-12-16T19:08:37.163Z,72148bfd1d0973af,2
I eat meat at most meals,I love the taste of meat,positive,2025-12-16T19:03:39.926Z,bd14752573c3fbed,2
My family likes to eat meat,I love the taste of meat,positive,2025-12-16T19:03:47.034Z,bd14752573c3fbed,2
Changing family habits would be difficult,My family likes to eat meat,positive,2025-12-16T19:03:50.636Z,bd14752573c3fbed,2
Changing family habits would be difficult,I eat meat at most meals,positive,2025-12-16T19:03:52.902Z,bd14752573c3fbed,2
I love the taste of meat,Changing family habits would be difficult,positive,2025-12-16T19:03:55.388Z,bd14752573c3fbed,2
Meat is expensive,Non-meat alternatives are often expensive,positive,2025-12-16T19:04:00.227Z,bd14752573c3fbed,2
I am concerned about the environment,I am concerned about animal welfare,positive,2025-12-16T19:04:03.422Z,bd14752573c3fbed,2
I eat meat at most meals,I want to lose weight,negative,2025-12-16T19:04:45.471Z,bd14752573c3fbed,2
I am concerned about animal welfare,I love the taste of meat,negative,2025-12-16T19:05:08.796Z,bd14752573c3fbed,2
I am concerned about the environment,I love the taste of meat,negative,2025-12-16T19:05:12.515Z,bd14752573c3fbed,2
I eat meat at most meals,I am concerned about animal welfare,negative,2025-12-16T19:05:15.981Z,bd14752573c3fbed,2
I eat meat at most meals,I am concerned about the environment,negative,2025-12-16T19:05:17.988Z,bd14752573c3fbed,2
I am concerned about the environment,My family likes to eat meat,negative,2025-12-16T19:05:22.812Z,bd14752573c3fbed,2
My family likes to eat meat,I am concerned about animal welfare,negative,2025-12-16T19:05:24.522Z,bd14752573c3fbed,2
Changing family habits would be difficult,I am concerned about animal welfare,negative,2025-12-16T19:05:26.884Z,bd14752573c3fbed,2
Changing family habits would be difficult,I am concerned about the environment,negative,2025-12-16T19:05:29.124Z,bd14752573c3fbed,2
I crave the taste of meat,I seek meat flavoring without chemicals,positive,2025-12-16T19:05:38.184Z,b8a1d8c350a12933,2
I am concerned about animal welfare,I feel guilty eating animals,positive,2025-12-16T19:05:58.419Z,b8a1d8c350a12933,2
My sons are concerned about environment,I encourage family to eat organic meat,positive,2025-12-16T19:06:10.069Z,b8a1d8c350a12933,2
I avoid eating meat four days a week,I eat meat three days a week,positive,2025-12-16T19:06:35.015Z,b8a1d8c350a12933,2
I crave the taste of meat,I eat meat three days a week,positive,2025-12-16T19:06:36.668Z,b8a1d8c350a12933,2
I seek meat flavoring without chemicals,I feel guilty eating animals,positive,2025-12-16T19:06:42.561Z,b8a1d8c350a12933,2
I am concerned about animal welfare,I crave the taste of meat,negative,2025-12-16T19:07:05.501Z,b8a1d8c350a12933,2
I feel guilty eating animals,I eat meat three days a week,negative,2025-12-16T19:07:10.224Z,b8a1d8c350a12933,2
I want to get enough protein,I eat chicken two times a week,positive,2025-12-16T19:41:31.765Z,5ae9064e5cbccf07,2
I want to get enough protein,I eat red meat two times a week,positive,2025-12-16T19:41:34.157Z,5ae9064e5cbccf07,2
I want to get enough protein,I eat fish and seafood twice a week,positive,2025-12-16T19:41:36.493Z,5ae9064e5cbccf07,2
I want to get enough protein,I eat meat four to five times weekly,positive,2025-12-16T19:41:41.085Z,5ae9064e5cbccf07,2
I want to get enough protein,Pork does not agree with my stomach,negative,2025-12-16T19:42:08.485Z,5ae9064e5cbccf07,2
I enjoy the taste of meat,I include meat in most meals,positive,2025-12-16T19:05:19.502Z,405ae83ad699f77e,2
I include meat in most meals,My family includes meat in their meals,positive,2025-12-16T19:05:41.894Z,405ae83ad699f77e,2
I would eat less meat if it was expensive,I include meat in most meals,negative,2025-12-16T19:06:00.966Z,405ae83ad699f77e,2
Eating meat is a traditional habit for me,Traditional meals are common in my community,positive,2025-12-16T19:04:49.917Z,ebffac6e5df1cc08,2
"Meals usually include beef, chicken, or burgers",I eat chicken regularly,positive,2025-12-16T19:04:54.046Z,ebffac6e5df1cc08,2
"Meals usually include beef, chicken, or burgers",I choose meat as my protein source,positive,2025-12-16T19:04:58.220Z,ebffac6e5df1cc08,2
I eat chicken regularly,I enjoy cooking with chicken,positive,2025-12-16T19:05:08.524Z,ebffac6e5df1cc08,2
I eat chicken regularly,I eat more beef in summer for grilling,negative,2025-12-16T19:05:55.280Z,ebffac6e5df1cc08,2
I prefer easy-to-cook meats,My friends and family eat meat regularly,negative,2025-12-16T19:06:09.927Z,ebffac6e5df1cc08,2
I prefer easy-to-cook meats,Traditional meals are common in my community,negative,2025-12-16T19:06:15.046Z,ebffac6e5df1cc08,2
I enjoy cooking with chicken,I eat more beef in summer for grilling,negative,2025-12-16T19:06:28.512Z,ebffac6e5df1cc08,2
I was advised to limit protein,I choose leaner cuts of meat,positive,2025-12-16T19:08:44.429Z,5d5930b9486b3aef,2
I have dental problems,"Tender, soft meats are easier to eat",positive,2025-12-16T19:08:49.986Z,5d5930b9486b3aef,2
Meat is a staple in my culture,My family eats meat frequently,positive,2025-12-16T19:08:52.524Z,5d5930b9486b3aef,2
I have high ferritin levels,I was advised to limit protein,positive,2025-12-16T19:08:55.866Z,5d5930b9486b3aef,2
I was advised to limit protein,I choose leaner cuts of meat,negative,2025-12-16T19:09:21.589Z,5d5930b9486b3aef,2
I have dental problems,I choose leaner cuts of meat,negative,2025-12-16T19:09:26.583Z,5d5930b9486b3aef,2
I have high ferritin levels,"Tender, soft meats are easier to eat",negative,2025-12-16T19:09:33.099Z,5d5930b9486b3aef,2
I have high ferritin levels,I choose leaner cuts of meat,negative,2025-12-16T19:09:35.549Z,5d5930b9486b3aef,2
My family eats meat frequently,I was advised to limit protein,negative,2025-12-16T19:10:03.117Z,5d5930b9486b3aef,2
"Tender, soft meats are easier to eat",I was advised to limit protein,negative,2025-12-16T19:10:08.674Z,5d5930b9486b3aef,2
I am motivated by cost considerations,I eat mostly chicken and fish when dining out,positive,2025-12-16T19:09:02.630Z,3adb7e8ae191bee6,2
I am motivated by cost considerations,I am motivated by health concerns,positive,2025-12-16T19:09:07.675Z,3adb7e8ae191bee6,2
I am motivated by health concerns,I eat more protein that is non-meat,positive,2025-12-16T19:09:18.654Z,3adb7e8ae191bee6,2
I am motivated by health concerns,I eat meat less than once a week,positive,2025-12-16T19:09:22.927Z,3adb7e8ae191bee6,2
I eat more protein that is non-meat,I choose meat dishes for special occasions,negative,2025-12-16T19:10:00.383Z,3adb7e8ae191bee6,2
I choose meat dishes for special occasions,I eat meat less than once a week,negative,2025-12-16T19:10:15.278Z,3adb7e8ae191bee6,2
My son and daughter-in-law eat mostly meat,I eat beef about twice a week,positive,2025-12-16T19:02:11.942Z,e16f233f154de5f7,2
I want to eat less meat,I am concerned about animal welfare,positive,2025-12-16T19:02:17.124Z,e16f233f154de5f7,2
I am concerned about cholesterol,I want to eat less meat,positive,2025-12-16T19:02:23.764Z,e16f233f154de5f7,2
I think eating less meat helps the environment,I want to eat less meat,positive,2025-12-16T19:02:27.986Z,e16f233f154de5f7,2
I cook separately if not wanting meat,Some days I eat vegetarian meals,positive,2025-12-16T19:02:34.374Z,e16f233f154de5f7,2
My son and daughter-in-law eat mostly meat,I want to eat less meat,negative,2025-12-16T19:03:05.574Z,e16f233f154de5f7,2
I am concerned about cholesterol,My son and daughter-in-law eat mostly meat,negative,2025-12-16T19:03:20.485Z,e16f233f154de5f7,2
I eat beef about twice a week,I cook separately if not wanting meat,negative,2025-12-16T19:03:34.078Z,e16f233f154de5f7,2
I eat beef about twice a week,Some days I eat vegetarian meals,negative,2025-12-16T19:03:37.164Z,e16f233f154de5f7,2
