stance_1,stance_2,polarity,explicitness,strength,key,wave
I enjoy the flavor of meat,I have vegetarian friends,negative,implicit,35,e4829fb39326588e,1
I enjoy the flavor of meat,Vegetarian friends avoid meat for health,negative,implicit,38,e4829fb39326588e,1
I grew up eating meat,Most family and friends eat meat,positive,explicit,80,e4829fb39326588e,1
I grew up eating meat,I have vegetarian friends,negative,implicit,25,e4829fb39326588e,1
Most family and friends eat meat,I have vegetarian friends,negative,explicit,30,e4829fb39326588e,1
I believe meat has unique nutrients,Vegetarian friends avoid meat for health,negative,explicit,60,e4829fb39326588e,1
I have vegetarian friends,Vegetarian friends avoid meat for health,positive,explicit,99,e4829fb39326588e,1
I eat less red meat now,I have acid reflux from some meats,positive,explicit,85,234e7d4c1559a3d0,1
I eat less red meat now,I have stomach issues,positive,explicit,80,234e7d4c1559a3d0,1
I eat less red meat now,My husband eats less red meat,positive,explicit,90,234e7d4c1559a3d0,1
I eat less red meat now,My husband has health concerns,positive,explicit,90,234e7d4c1559a3d0,1
I eat less red meat now,My son rarely eats meat,positive,explicit,35,234e7d4c1559a3d0,1
I eat less red meat now,My mother eats a lot of meat,negative,implicit,30,234e7d4c1559a3d0,1
I interchange meats with fish and chicken,I eat less red meat now,positive,explicit,85,234e7d4c1559a3d0,1
I eat a lot of chicken,I eat less red meat now,positive,explicit,70,234e7d4c1559a3d0,1
I eat a lot of chicken,I interchange meats with fish and chicken,positive,explicit,80,234e7d4c1559a3d0,1
I have acid reflux from some meats,I have stomach issues,positive,explicit,95,234e7d4c1559a3d0,1
I have acid reflux from some meats,I interchange meats with fish and chicken,positive,explicit,65,234e7d4c1559a3d0,1
I have stomach issues,I interchange meats with fish and chicken,positive,explicit,70,234e7d4c1559a3d0,1
I have acid reflux from some meats,I eat a lot of chicken,positive,implicit,40,234e7d4c1559a3d0,1
I have stomach issues,I eat a lot of chicken,positive,implicit,35,234e7d4c1559a3d0,1
My husband eats less red meat,My husband has health concerns,positive,explicit,100,234e7d4c1559a3d0,1
My mother eats a lot of meat,My husband eats less red meat,negative,implicit,30,234e7d4c1559a3d0,1
I am concerned about the environment,I have stopped eating beef,positive,explicit,95,dad40041f6cb7ef4,1
I am concerned about the environment,I enjoy veggie burgers,positive,explicit,70,dad40041f6cb7ef4,1
I am concerned about the environment,Prices of beef have gone up,positive,explicit,60,dad40041f6cb7ef4,1
I have stopped eating beef,I enjoy veggie burgers,positive,explicit,85,dad40041f6cb7ef4,1
I have stopped eating beef,Prices of beef have gone up,positive,explicit,70,dad40041f6cb7ef4,1
I have stopped eating beef,Eating meat may cause physical illness,positive,implicit,40,dad40041f6cb7ef4,1
I have stopped eating beef,Protein should be part of my diet,negative,implicit,30,dad40041f6cb7ef4,1
I usually have meat at breakfast,Meat is easy to cook,positive,explicit,80,dad40041f6cb7ef4,1
I usually have meat at breakfast,I like the taste of meat,positive,explicit,75,dad40041f6cb7ef4,1
I usually have meat at breakfast,Protein should be part of my diet,positive,explicit,60,dad40041f6cb7ef4,1
I usually have meat at breakfast,Family gatherings usually include meat,positive,implicit,40,dad40041f6cb7ef4,1
I like the taste of meat,Meat is easy to cook,positive,explicit,55,dad40041f6cb7ef4,1
I like the taste of meat,Protein should be part of my diet,positive,implicit,40,dad40041f6cb7ef4,1
Eating meat may cause physical illness,I usually have meat at breakfast,negative,implicit,35,dad40041f6cb7ef4,1
Eating meat may cause physical illness,I like the taste of meat,negative,implicit,30,dad40041f6cb7ef4,1
I am concerned about environmental impact,I eat meat daily,negative,explicit,90,0ef0a9479b25eda6,1
I am concerned about environmental impact,I prefer not to eat meat,positive,explicit,80,0ef0a9479b25eda6,1
I am concerned about environmental impact,I told people about fake meat products,positive,implicit,50,0ef0a9479b25eda6,1
I am sensitive about animal harm,I eat meat daily,negative,explicit,90,0ef0a9479b25eda6,1
I am sensitive about animal harm,I prefer not to eat meat,positive,explicit,95,0ef0a9479b25eda6,1
I am sensitive about animal harm,I told people about fake meat products,positive,implicit,55,0ef0a9479b25eda6,1
I am sensitive about animal harm,I was vegan for about 20 years,positive,implicit,80,0ef0a9479b25eda6,1
I am sensitive about animal harm,I want proper nutrition,negative,explicit,70,0ef0a9479b25eda6,1
I eat meat daily,I have trouble eating carbohydrates,positive,explicit,90,0ef0a9479b25eda6,1
I eat meat daily,I lost significant weight over time,positive,explicit,90,0ef0a9479b25eda6,1
I eat meat daily,I prefer not to eat meat,negative,explicit,85,0ef0a9479b25eda6,1
I eat meat daily,I want proper nutrition,positive,explicit,85,0ef0a9479b25eda6,1
I have trouble eating carbohydrates,I want proper nutrition,positive,explicit,85,0ef0a9479b25eda6,1
I lost significant weight over time,I prefer not to eat meat,negative,explicit,60,0ef0a9479b25eda6,1
I lost significant weight over time,I want proper nutrition,positive,explicit,80,0ef0a9479b25eda6,1
I prefer not to eat meat,I told people about fake meat products,positive,implicit,70,0ef0a9479b25eda6,1
I prefer not to eat meat,I was vegan for about 20 years,positive,implicit,90,0ef0a9479b25eda6,1
I told people about fake meat products,I was vegan for about 20 years,positive,implicit,60,0ef0a9479b25eda6,1
I was vegan for about 20 years,I want proper nutrition,negative,explicit,80,0ef0a9479b25eda6,1
Chicken is filling and versatile,My family prefers eating chicken,positive,explicit,90,8b73e21092f24bd1,1
Chicken is filling and versatile,I eat meat at least twice daily,positive,implicit,40,8b73e21092f24bd1,1
Health concerns about diabetes,I try to eat less meat for health,positive,explicit,95,8b73e21092f24bd1,1
Health concerns about diabetes,I eat meat at least twice daily,negative,explicit,70,8b73e21092f24bd1,1
Health concerns about diabetes,My family prefers eating chicken,negative,implicit,40,8b73e21092f24bd1,1
Health concerns about diabetes,I love the taste of meat,negative,implicit,50,8b73e21092f24bd1,1
Health concerns about diabetes,Meat has variety for different meals,negative,implicit,30,8b73e21092f24bd1,1
Health concerns about diabetes,I view eating meat as natural,negative,implicit,30,8b73e21092f24bd1,1
Health concerns about diabetes,TV and commercials influence my meat choices,negative,implicit,25,8b73e21092f24bd1,1
I eat meat at least twice daily,I love the taste of meat,positive,explicit,90,8b73e21092f24bd1,1
I eat meat at least twice daily,I view eating meat as natural,positive,explicit,70,8b73e21092f24bd1,1
I eat meat at least twice daily,Meat has variety for different meals,positive,explicit,65,8b73e21092f24bd1,1
I eat meat at least twice daily,TV and commercials influence my meat choices,positive,explicit,60,8b73e21092f24bd1,1
I love the taste of meat,Meat has variety for different meals,positive,explicit,80,8b73e21092f24bd1,1
I love the taste of meat,TV and commercials influence my meat choices,positive,explicit,65,8b73e21092f24bd1,1
I love the taste of meat,I view eating meat as natural,positive,explicit,70,8b73e21092f24bd1,1
I try to eat less meat for health,I eat meat at least twice daily,negative,explicit,95,8b73e21092f24bd1,1
I try to eat less meat for health,I love the taste of meat,negative,implicit,75,8b73e21092f24bd1,1
I try to eat less meat for health,Meat has variety for different meals,negative,implicit,45,8b73e21092f24bd1,1
I try to eat less meat for health,TV and commercials influence my meat choices,negative,implicit,40,8b73e21092f24bd1,1
I try to eat less meat for health,I view eating meat as natural,negative,implicit,45,8b73e21092f24bd1,1
Meat has variety for different meals,TV and commercials influence my meat choices,positive,explicit,55,8b73e21092f24bd1,1
Meat has variety for different meals,I view eating meat as natural,positive,implicit,35,8b73e21092f24bd1,1
My family prefers eating chicken,I eat meat at least twice daily,positive,explicit,60,8b73e21092f24bd1,1
I always include meat in my meals,I feel less full without eating meat,positive,explicit,90,338e11072f0a9a3c,1
I always include meat in my meals,I prioritize eating high protein foods,positive,explicit,85,338e11072f0a9a3c,1
I always include meat in my meals,I think chicken is filling and low calorie,positive,implicit,60,338e11072f0a9a3c,1
I feel less full without eating meat,I prioritize eating high protein foods,positive,explicit,95,338e11072f0a9a3c,1
I feel less full without eating meat,I think chicken is filling and low calorie,positive,implicit,75,338e11072f0a9a3c,1
I feel less full without eating meat,I want to lose weight,positive,explicit,80,338e11072f0a9a3c,1
I feel less full without eating meat,I sometimes enjoy meals without meat,negative,explicit,55,338e11072f0a9a3c,1
I prioritize eating high protein foods,I think chicken is filling and low calorie,positive,explicit,85,338e11072f0a9a3c,1
I prioritize eating high protein foods,I want to lose weight,positive,explicit,90,338e11072f0a9a3c,1
I sometimes enjoy meals without meat,I always include meat in my meals,negative,explicit,50,338e11072f0a9a3c,1
I sometimes enjoy meals without meat,I prioritize eating high protein foods,negative,explicit,45,338e11072f0a9a3c,1
I sometimes enjoy meals without meat,I want to lose weight,negative,implicit,35,338e11072f0a9a3c,1
I prefer chicken over red meat,I think chicken is filling and low calorie,positive,explicit,95,338e11072f0a9a3c,1
I prefer chicken over red meat,I want to lose weight,positive,implicit,60,338e11072f0a9a3c,1
I think chicken is filling and low calorie,I want to lose weight,positive,explicit,90,338e11072f0a9a3c,1
Chicken is more sustainable and healthier,I eat chicken for most meals,positive,explicit,90,bba08ffaa6b4972e,1
Chicken is more sustainable and healthier,I avoid red meat on weekdays,positive,implicit,60,bba08ffaa6b4972e,1
Chicken is more sustainable and healthier,Red meat is more expensive than chicken,positive,implicit,35,bba08ffaa6b4972e,1
Chicken is more sustainable and healthier,Red meat causes health complications for me,positive,explicit,75,bba08ffaa6b4972e,1
Chicken is more sustainable and healthier,I am concerned about cholesterol,positive,explicit,80,bba08ffaa6b4972e,1
I am concerned about cholesterol,I avoid red meat on weekdays,positive,explicit,80,bba08ffaa6b4972e,1
I am concerned about cholesterol,Red meat causes health complications for me,positive,explicit,85,bba08ffaa6b4972e,1
I avoid red meat on weekdays,I eat chicken for most meals,positive,explicit,75,bba08ffaa6b4972e,1
I avoid red meat on weekdays,Meat choices depend on beef sales,negative,explicit,70,bba08ffaa6b4972e,1
I eat chicken for most meals,Meat choices depend on beef sales,negative,explicit,45,bba08ffaa6b4972e,1
I eat chicken for most meals,Red meat causes health complications for me,positive,explicit,78,bba08ffaa6b4972e,1
I eat chicken for most meals,Red meat is more expensive than chicken,positive,explicit,65,bba08ffaa6b4972e,1
I eat chicken for most meals,I am concerned about cholesterol,positive,explicit,75,bba08ffaa6b4972e,1
Meat choices depend on beef sales,Red meat is more expensive than chicken,positive,explicit,80,bba08ffaa6b4972e,1
My wife avoids red meat,I avoid red meat on weekdays,positive,implicit,45,bba08ffaa6b4972e,1
Red meat causes health complications for me,I avoid red meat on weekdays,positive,explicit,80,bba08ffaa6b4972e,1
Red meat is more expensive than chicken,I avoid red meat on weekdays,positive,explicit,70,bba08ffaa6b4972e,1
I do not like limiting what I eat,I eat meat during dinner meals,positive,explicit,80,01d6c865ad629e1f,1
I do not like limiting what I eat,I sometimes feel self-conscious eating all meats,negative,explicit,85,01d6c865ad629e1f,1
I do not like limiting what I eat,Social contacts choose less fatty meats,negative,explicit,75,01d6c865ad629e1f,1
I do not like limiting what I eat,Social contacts watch their weight,negative,implicit,60,01d6c865ad629e1f,1
I eat meat during dinner meals,I believe meat gives me energy,positive,explicit,75,01d6c865ad629e1f,1
I eat meat during dinner meals,I see meat as a good protein source,positive,explicit,70,01d6c865ad629e1f,1
I sometimes feel self-conscious eating all meats,Social contacts choose less fatty meats,positive,explicit,80,01d6c865ad629e1f,1
I sometimes prefer dishes without meat,I eat meat during dinner meals,negative,explicit,50,01d6c865ad629e1f,1
I see meat as a good protein source,I believe meat gives me energy,positive,explicit,65,01d6c865ad629e1f,1
Social contacts choose less fatty meats,Social contacts watch their weight,positive,explicit,90,01d6c865ad629e1f,1
I have meat with every meal,I believe meals need a protein source,positive,explicit,90,e15dc1ccfc02dea4,1
I have meat with every meal,"I was told to eat protein, vegetable, and starch",positive,explicit,80,e15dc1ccfc02dea4,1
I believe meals need a protein source,"I was told to eat protein, vegetable, and starch",positive,explicit,85,e15dc1ccfc02dea4,1
I love eating filet mignon,I have meat with every meal,positive,implicit,60,e15dc1ccfc02dea4,1
I love eating filet mignon,I stopped eating red meat as a teenager,negative,explicit,70,e15dc1ccfc02dea4,1
I love eating filet mignon,Meat by-products grossed me out,negative,implicit,40,e15dc1ccfc02dea4,1
I stopped eating red meat as a teenager,Meat by-products grossed me out,positive,explicit,100,e15dc1ccfc02dea4,1
Eating meat helps me avoid snacking,I eat meat daily,positive,explicit,85,1c8a868b5e0ce4ef,1
Eating meat helps me avoid snacking,I eat meat to feel full,positive,explicit,95,1c8a868b5e0ce4ef,1
Eating meat helps me avoid snacking,Meat is a good source of protein,positive,explicit,85,1c8a868b5e0ce4ef,1
I avoid pork because it feels heavy,I eat meat daily,positive,explicit,40,1c8a868b5e0ce4ef,1
I eat meat daily,I love to eat meat,positive,explicit,80,1c8a868b5e0ce4ef,1
I eat meat to feel full,Meat is a good source of protein,positive,explicit,100,1c8a868b5e0ce4ef,1
I love the taste of meat,I love to eat meat,positive,explicit,100,1c8a868b5e0ce4ef,1
I love the taste of meat,I eat meat daily,positive,implicit,55,1c8a868b5e0ce4ef,1
I love to eat meat,Meat is sometimes expensive,negative,explicit,70,1c8a868b5e0ce4ef,1
I love to eat meat,Meat is a good source of protein,positive,implicit,50,1c8a868b5e0ce4ef,1
I eat meat to feel full,Eating meat helps me avoid snacking,positive,explicit,95,1c8a868b5e0ce4ef,1
I love the taste of meat,Meat is a good source of protein,positive,implicit,35,1c8a868b5e0ce4ef,1
I love the taste of meat,Eating meat helps me avoid snacking,positive,implicit,30,1c8a868b5e0ce4ef,1
I love the taste of meat,I avoid pork because it feels heavy,negative,explicit,30,1c8a868b5e0ce4ef,1
I avoid pork because it feels heavy,Meat is a good source of protein,positive,implicit,25,1c8a868b5e0ce4ef,1
I eat meat daily,Meat is sometimes expensive,negative,explicit,60,1c8a868b5e0ce4ef,1
I eat meat with most dinners,I enjoy preparing different kinds of meat,positive,implicit,70,2c779c0028c91422,1
I eat meat with most dinners,I love the taste of meat,positive,explicit,90,2c779c0028c91422,1
I eat meat with most dinners,I want to consume enough protein,positive,explicit,85,2c779c0028c91422,1
I love the taste of meat,I enjoy preparing different kinds of meat,positive,explicit,90,2c779c0028c91422,1
I enjoy preparing different kinds of meat,Meat is central in my family culture,positive,implicit,70,2c779c0028c91422,1
I love the taste of meat,Meat is central in my family culture,positive,implicit,60,2c779c0028c91422,1
I want to consume enough protein,I love the taste of meat,positive,explicit,80,2c779c0028c91422,1
I eat meat with most dinners,Meat is central in my family culture,positive,explicit,85,2c779c0028c91422,1
I eat meat with most dinners,Increasing meat prices limit beef consumption,negative,explicit,75,2c779c0028c91422,1
I want to consume enough protein,Increasing meat prices limit beef consumption,negative,explicit,65,2c779c0028c91422,1
I love the taste of meat,Increasing meat prices limit beef consumption,negative,explicit,60,2c779c0028c91422,1
I enjoy preparing different kinds of meat,Increasing meat prices limit beef consumption,negative,explicit,60,2c779c0028c91422,1
I eat meat with most dinners,My wife suggests eating less meat,negative,explicit,50,2c779c0028c91422,1
Meat is central in my family culture,My wife suggests eating less meat,negative,implicit,40,2c779c0028c91422,1
I am concerned about environmental impact,I choose lean meats like chicken or fish,positive,implicit,35,9d41a316406ab604,1
I am concerned about environmental impact,I eat meat a few times a week,negative,implicit,40,9d41a316406ab604,1
I am concerned about environmental impact,I include plant-based proteins in meals,positive,implicit,65,9d41a316406ab604,1
I am concerned about health,I choose lean meats like chicken or fish,positive,explicit,85,9d41a316406ab604,1
I am concerned about health,I eat meat a few times a week,positive,implicit,45,9d41a316406ab604,1
I am concerned about health,I include plant-based proteins in meals,positive,explicit,80,9d41a316406ab604,1
I am concerned about health,I want to get enough protein,positive,explicit,90,9d41a316406ab604,1
I choose lean meats like chicken or fish,I eat meat a few times a week,positive,implicit,55,9d41a316406ab604,1
I choose lean meats like chicken or fish,I want to get enough protein,positive,implicit,50,9d41a316406ab604,1
I eat meat a few times a week,I enjoy the flavor of meat,positive,explicit,60,9d41a316406ab604,1
I eat meat a few times a week,I include plant-based proteins in meals,positive,implicit,50,9d41a316406ab604,1
I eat meat a few times a week,I want to get enough protein,positive,explicit,80,9d41a316406ab604,1
I enjoy the flavor of meat,I eat meat a few times a week,positive,explicit,60,9d41a316406ab604,1
I enjoy the flavor of meat,I want to get enough protein,positive,implicit,35,9d41a316406ab604,1
Eating meat is convenient,I enjoy the flavor of meat,positive,explicit,70,9d41a316406ab604,1
Eating meat is convenient,I eat meat a few times a week,positive,explicit,65,9d41a316406ab604,1
I include plant-based proteins in meals,I want to get enough protein,positive,explicit,80,9d41a316406ab604,1
Everyone I know eats a lot of meat,I eat meat almost every day,positive,explicit,80,7a28a7b7738bc656,1
Everyone I know eats a lot of meat,Social contacts enjoy the taste of meat,positive,explicit,80,7a28a7b7738bc656,1
Everyone I know eats a lot of meat,Social contacts find meat nutritious,positive,explicit,70,7a28a7b7738bc656,1
I considered reducing meat for my health,I eat meat almost every day,negative,explicit,75,7a28a7b7738bc656,1
I considered reducing meat for my health,I enjoy eating meat,negative,explicit,90,7a28a7b7738bc656,1
I enjoy eating meat,I eat meat almost every day,positive,explicit,95,7a28a7b7738bc656,1
I enjoy eating meat,Meat fills me up,positive,explicit,70,7a28a7b7738bc656,1
I enjoy eating meat,Meat provides a lot of nutrition,positive,explicit,70,7a28a7b7738bc656,1
I eat meat almost every day,Meat fills me up,positive,explicit,80,7a28a7b7738bc656,1
I eat meat almost every day,Meat provides a lot of nutrition,positive,explicit,80,7a28a7b7738bc656,1
Meat fills me up,Meat provides a lot of nutrition,positive,explicit,60,7a28a7b7738bc656,1
Social contacts enjoy the taste of meat,Social contacts find meat nutritious,positive,explicit,90,7a28a7b7738bc656,1
I am trying to eat more vegetables,I feel healthier eating less meat,positive,explicit,90,ea0c4e9dce422f7c,1
I am trying to eat more vegetables,I want to eat less meat,positive,explicit,85,ea0c4e9dce422f7c,1
I am trying to eat more vegetables,I think eating a lot of meat is unhealthy,positive,implicit,70,ea0c4e9dce422f7c,1
I am trying to eat more vegetables,I want to get enough protein,positive,implicit,25,ea0c4e9dce422f7c,1
I am trying to eat more vegetables,I try to eat enough meat,negative,explicit,55,ea0c4e9dce422f7c,1
I feel healthier eating less meat,I think eating a lot of meat is unhealthy,positive,explicit,95,ea0c4e9dce422f7c,1
I feel healthier eating less meat,I want to eat less meat,positive,explicit,80,ea0c4e9dce422f7c,1
I feel healthier eating less meat,I want to get enough protein,negative,implicit,30,ea0c4e9dce422f7c,1
I feel healthier eating less meat,I try to eat enough meat,negative,explicit,40,ea0c4e9dce422f7c,1
I think eating a lot of meat is unhealthy,I want to eat less meat,positive,explicit,90,ea0c4e9dce422f7c,1
I think eating a lot of meat is unhealthy,I try to eat enough meat,negative,explicit,45,ea0c4e9dce422f7c,1
I think eating a lot of meat is unhealthy,I want to get enough protein,negative,implicit,30,ea0c4e9dce422f7c,1
I try to eat enough meat,I want to eat less meat,negative,explicit,65,ea0c4e9dce422f7c,1
I try to eat enough meat,I want to get enough protein,positive,explicit,95,ea0c4e9dce422f7c,1
I try to eat enough meat,I worry about animal welfare,negative,implicit,45,ea0c4e9dce422f7c,1
I want to eat less meat,I want to get enough protein,negative,explicit,35,ea0c4e9dce422f7c,1
I want to eat less meat,I worry about animal welfare,positive,explicit,100,ea0c4e9dce422f7c,1
I want to get enough protein,I worry about animal welfare,negative,implicit,20,ea0c4e9dce422f7c,1
I worry about animal welfare,I think eating a lot of meat is unhealthy,positive,implicit,30,ea0c4e9dce422f7c,1
I am trying to eat more vegetables,I worry about animal welfare,positive,implicit,35,ea0c4e9dce422f7c,1
I am concerned about soy and estrogen,I dislike soy products,positive,explicit,95,2b66cc6ef7bd17ea,1
I am concerned about soy and estrogen,I want high-quality protein,positive,explicit,80,2b66cc6ef7bd17ea,1
I am concerned about soy and estrogen,I eat meat regularly,positive,explicit,70,2b66cc6ef7bd17ea,1
I am concerned about soy and estrogen,I avoid high-carbohydrate foods,positive,implicit,50,2b66cc6ef7bd17ea,1
I care for my mother's diet,I eat more vegetables now,positive,explicit,50,2b66cc6ef7bd17ea,1
I care for my mother's diet,I eat meat regularly,positive,explicit,40,2b66cc6ef7bd17ea,1
I dislike soy products,I want high-quality protein,positive,explicit,75,2b66cc6ef7bd17ea,1
I eat less beef than before,I have financial limitations,positive,explicit,65,2b66cc6ef7bd17ea,1
I eat meat regularly,I want high-quality protein,positive,explicit,90,2b66cc6ef7bd17ea,1
I eat more vegetables now,I avoid high-carbohydrate foods,positive,explicit,60,2b66cc6ef7bd17ea,1
I eat more vegetables now,I have financial limitations,positive,implicit,35,2b66cc6ef7bd17ea,1
I have financial limitations,I prefer animal welfare-friendly meat,negative,explicit,95,2b66cc6ef7bd17ea,1
I have financial limitations,I want high-quality protein,negative,explicit,55,2b66cc6ef7bd17ea,1
I have financial limitations,I eat meat regularly,positive,explicit,40,2b66cc6ef7bd17ea,1
I eat less beef than before,I eat meat regularly,positive,explicit,30,2b66cc6ef7bd17ea,1
I prefer animal welfare-friendly meat,I want high-quality protein,positive,implicit,40,2b66cc6ef7bd17ea,1
I am concerned about the environment,I prefer sourcing meat from local producers,positive,explicit,90,92dabeb709641989,1
I am concerned about the environment,I eat meat with every meal,negative,implicit,30,92dabeb709641989,1
I am concerned about the environment,Meat is prevalent in my cultural cuisine,negative,implicit,25,92dabeb709641989,1
I grew up eating meat regularly,I eat meat with every meal,positive,explicit,95,92dabeb709641989,1
I grew up eating meat regularly,My family eats meat with every meal,positive,explicit,90,92dabeb709641989,1
I eat meat with every meal,My family eats meat with every meal,positive,explicit,90,92dabeb709641989,1
I eat meat with every meal,Meat is prevalent in my cultural cuisine,positive,explicit,85,92dabeb709641989,1
I eat meat with every meal,Meat-centered meals feel complete,positive,explicit,90,92dabeb709641989,1
I enjoy the taste of meat,I eat meat with every meal,positive,explicit,75,92dabeb709641989,1
I enjoy the taste of meat,Meat-centered meals feel complete,positive,explicit,80,92dabeb709641989,1
I grew up eating meat regularly,Meat is prevalent in my cultural cuisine,positive,explicit,90,92dabeb709641989,1
I grew up eating meat regularly,Meat-centered meals feel complete,positive,implicit,75,92dabeb709641989,1
I want a high protein diet,I eat meat with every meal,positive,explicit,90,92dabeb709641989,1
I want a high protein diet,Meat-centered meals feel complete,positive,explicit,70,92dabeb709641989,1
I want a high protein diet,I grew up eating meat regularly,positive,implicit,40,92dabeb709641989,1
I enjoy the taste of meat,Meat is prevalent in my cultural cuisine,positive,implicit,75,92dabeb709641989,1
I enjoy the taste of meat,I grew up eating meat regularly,positive,implicit,65,92dabeb709641989,1
I cook meat when available,I prefer eating meat,positive,implicit,60,f3ccb99647a78111,1
I cook meat when available,I enjoy the taste of meat,positive,implicit,45,f3ccb99647a78111,1
I cook meat when available,I enjoy the texture of meat,positive,implicit,40,f3ccb99647a78111,1
I cook meat when available,Social contacts eat meat similarly,positive,implicit,35,f3ccb99647a78111,1
I cook meat when available,Social contacts prefer eating meat,positive,implicit,33,f3ccb99647a78111,1
I enjoy the taste of meat,I prefer eating meat,positive,explicit,80,f3ccb99647a78111,1
I enjoy the taste of meat,I enjoy the texture of meat,positive,explicit,75,f3ccb99647a78111,1
I enjoy the taste of meat,Social contacts prefer eating meat,positive,implicit,30,f3ccb99647a78111,1
I enjoy the taste of meat,Social contacts eat meat similarly,positive,implicit,40,f3ccb99647a78111,1
I enjoy the texture of meat,I prefer eating meat,positive,explicit,70,f3ccb99647a78111,1
I enjoy the texture of meat,Social contacts eat meat similarly,positive,implicit,35,f3ccb99647a78111,1
I enjoy the texture of meat,Social contacts prefer eating meat,positive,implicit,30,f3ccb99647a78111,1
I prefer eating meat,Social contacts eat meat similarly,positive,explicit,70,f3ccb99647a78111,1
I prefer eating meat,Social contacts prefer eating meat,positive,explicit,85,f3ccb99647a78111,1
Social contacts eat meat similarly,Social contacts prefer eating meat,positive,explicit,85,f3ccb99647a78111,1
Easier to get protein from meat,I believe meat is essential,positive,explicit,90,5ed80b15ba44099f,1
Easier to get protein from meat,I eat every type of meat,positive,implicit,40,5ed80b15ba44099f,1
Easier to get protein from meat,I feel weak without eating meat,positive,implicit,60,5ed80b15ba44099f,1
Easier to get protein from meat,I enjoy eating meat,positive,implicit,30,5ed80b15ba44099f,1
Easier to get protein from meat,Meat tastes great to me,positive,implicit,25,5ed80b15ba44099f,1
I am open to trying new meats,I eat every type of meat,positive,explicit,95,5ed80b15ba44099f,1
I believe meat is essential,I eat every type of meat,positive,implicit,55,5ed80b15ba44099f,1
I believe meat is essential,I feel weak without eating meat,positive,explicit,90,5ed80b15ba44099f,1
I believe meat is essential,I enjoy eating meat,positive,explicit,40,5ed80b15ba44099f,1
I believe meat is essential,Meat tastes great to me,positive,explicit,40,5ed80b15ba44099f,1
I do not care about others' dietary choices,People around me eat meat,positive,explicit,70,5ed80b15ba44099f,1
I do not care about others' dietary choices,I eat every type of meat,positive,explicit,40,5ed80b15ba44099f,1
I eat every type of meat,I enjoy eating meat,positive,explicit,90,5ed80b15ba44099f,1
I eat every type of meat,Meat tastes great to me,positive,explicit,90,5ed80b15ba44099f,1
I enjoy eating meat,Meat tastes great to me,positive,explicit,100,5ed80b15ba44099f,1
I feel weak without eating meat,I enjoy eating meat,positive,explicit,60,5ed80b15ba44099f,1
I eat meat regularly,I find meat convenient,positive,explicit,85,3307a1b25ba01794,1
I eat meat regularly,I grew up eating meat,positive,explicit,90,3307a1b25ba01794,1
I eat meat regularly,Meat feels familiar and satisfying,positive,explicit,90,3307a1b25ba01794,1
I eat meat regularly,Meat keeps me feeling full longer,positive,explicit,85,3307a1b25ba01794,1
I eat meat regularly,Most recipes I know use meat,positive,explicit,75,3307a1b25ba01794,1
I eat meat regularly,People around me eat meat regularly,positive,explicit,80,3307a1b25ba01794,1
I find meat convenient,Most recipes I know use meat,positive,explicit,80,3307a1b25ba01794,1
I grew up eating meat,Meat feels familiar and satisfying,positive,explicit,95,3307a1b25ba01794,1
Meals and gatherings usually include meat,People around me eat meat regularly,positive,explicit,90,3307a1b25ba01794,1
I eat meat regularly,Meals and gatherings usually include meat,positive,explicit,75,3307a1b25ba01794,1
I want a more balanced diet,I eat meat regularly,negative,explicit,60,3307a1b25ba01794,1
I want to feel healthier,I eat meat regularly,negative,explicit,55,3307a1b25ba01794,1
I want to feel healthier,I want a more balanced diet,positive,explicit,95,3307a1b25ba01794,1
I am concerned about cholesterol,I eat more fish and chicken,positive,explicit,98,f98f0b882797728b,1
I am concerned about cholesterol,I try to avoid red meat,positive,explicit,95,f98f0b882797728b,1
I am influenced by meat affordability,I buy meat available at grocery stores,positive,explicit,85,f98f0b882797728b,1
I am influenced by meat affordability,I eat common meat regularly,positive,explicit,80,f98f0b882797728b,1
I avoid uncommon meats like rabbit,I buy meat available at grocery stores,positive,explicit,90,f98f0b882797728b,1
I avoid uncommon meats like rabbit,I eat common meat regularly,positive,explicit,92,f98f0b882797728b,1
I avoid uncommon meats like rabbit,My family values eating common meat,positive,explicit,85,f98f0b882797728b,1
I buy meat available at grocery stores,I eat common meat regularly,positive,explicit,94,f98f0b882797728b,1
I buy meat available at grocery stores,My family values eating common meat,positive,explicit,90,f98f0b882797728b,1
I eat common meat regularly,My family values eating common meat,positive,explicit,97,f98f0b882797728b,1
I eat more fish and chicken,I try to avoid red meat,positive,explicit,90,f98f0b882797728b,1
Becoming pescatarian is my goal,I want to eat less meat for health,positive,implicit,75,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,I want to lower my A1c level,positive,implicit,60,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,Meals feel incomplete without meat,negative,implicit,70,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,Social contacts also eat meat out of habit,negative,implicit,40,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,Eating meat is a habit,negative,explicit,70,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,Family and friends include meat in meals,negative,implicit,45,ef09b0942ba51b5e,1
Becoming pescatarian is my goal,I eat meat for lunch and dinner,negative,explicit,75,ef09b0942ba51b5e,1
