key,stance_1,stance_2,llm
1c2579f87fb55244,I enjoy the taste of meat,I have always eaten meat,support
1c2579f87fb55244,I have always eaten meat,My family and friends all eat meat,support
1c2579f87fb55244,I considered reducing meat for weight loss,I enjoy the taste of meat,conflict
1c2579f87fb55244,I considered reducing meat for weight loss,I have always eaten meat,conflict
1c2579f87fb55244,I believe meat provides essential nutrients,I sometimes think about health risks of meat,conflict
1c2579f87fb55244,I enjoy the taste of meat,I sometimes think about health risks of meat,conflict
1c2579f87fb55244,I have always eaten meat,I sometimes think about health risks of meat,conflict
9faec1665116d796,Good vegetarian options are limited in some countries,I have ethical concerns about meat,conflict
9faec1665116d796,Good vegetarian options are limited in some countries,I include meat with meals once daily,support
9faec1665116d796,Good vegetarian options are limited in some countries,Vegetarian meals are more expensive locally,support
9faec1665116d796,I have ethical concerns about meat,I include meat with meals once daily,conflict
9faec1665116d796,I have ethical concerns about meat,I want to hit protein goals,conflict
9faec1665116d796,I have ethical concerns about meat,Vegetarian meals are more expensive locally,conflict
9faec1665116d796,I feel better after eating lean meat,I include meat with meals once daily,support
9faec1665116d796,I include meat with meals once daily,I intermittent fast,support
9faec1665116d796,I intermittent fast,I want to hit protein goals,support
9faec1665116d796,I include meat with meals once daily,I want to hit protein goals,support
9faec1665116d796,I feel better after eating lean meat,I want to hit protein goals,support
9faec1665116d796,I have ethical concerns about meat,My child is vegetarian for ethical reasons,support
9faec1665116d796,I include meat with meals once daily,Vegetarian meals are more expensive locally,support
fadf83bd9ea5f19b,I am not big on meat flavor,I eat meat for iron,support
fadf83bd9ea5f19b,I am not big on meat flavor,I eat meat often,conflict
fadf83bd9ea5f19b,I eat meat for iron,I eat meat often,support
fadf83bd9ea5f19b,I eat meat for iron,I think about animal life,conflict
fadf83bd9ea5f19b,I eat meat for iron,I honor the animals sacrificed for food,support
fadf83bd9ea5f19b,I eat meat for iron,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I eat meat often,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I eat meat often,People around me eat meat often,support
fadf83bd9ea5f19b,I eat meat often,I think about animal life,conflict
fadf83bd9ea5f19b,I eat wild meats,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I eat wild meats,I honor the animals sacrificed for food,support
fadf83bd9ea5f19b,I eat wild meats,I think about animal life,support
fadf83bd9ea5f19b,I honor the animals sacrificed for food,I think about animal life,support
fadf83bd9ea5f19b,I think about animal life,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I eat wild meats,People around me eat meat often,support
fadf83bd9ea5f19b,I was raised in a hunting culture,People around me eat meat often,support
eaa866102ec57941,A meal feels incomplete without meat,Habit and tradition encourage meat-eating,support
eaa866102ec57941,A meal feels incomplete without meat,I eat meat multiple times a week,support
eaa866102ec57941,A meal feels incomplete without meat,I need protein,support
eaa866102ec57941,A meal feels incomplete without meat,Plant-based alternatives did not taste good,support
eaa866102ec57941,Friends and family eat meat regularly,Habit and tradition encourage meat-eating,support
eaa866102ec57941,Friends and family eat meat regularly,I eat meat multiple times a week,support
eaa866102ec57941,Habit and tradition encourage meat-eating,I eat meat multiple times a week,support
eaa866102ec57941,A meal feels incomplete without meat,Friends and family eat meat regularly,support
eaa866102ec57941,I considered environmental impact of meat,I eat meat multiple times a week,conflict
eaa866102ec57941,A meal feels incomplete without meat,I considered environmental impact of meat,conflict
eaa866102ec57941,Habit and tradition encourage meat-eating,I considered environmental impact of meat,conflict
eaa866102ec57941,I considered environmental impact of meat,Plant-based alternatives did not taste good,conflict
eaa866102ec57941,I eat meat multiple times a week,I need protein,support
eaa866102ec57941,I eat meat multiple times a week,Plant-based alternatives did not taste good,support
eaa866102ec57941,Habit and tradition encourage meat-eating,I need protein,support
e2905065a183e73e,Easy availability of healthy meat alternatives matters,I switch to non-meat alternatives when available,support
e2905065a183e73e,I avoid buying beef at grocery stores,I switch to non-meat alternatives when available,support
e2905065a183e73e,I avoid buying beef at grocery stores,I try to eat more sustainably,support
e2905065a183e73e,I switch to non-meat alternatives when available,I try to eat more sustainably,support
e2905065a183e73e,I still buy chicken when on sale,I switch to non-meat alternatives when available,conflict
e2905065a183e73e,I still buy chicken when on sale,I try to eat more sustainably,conflict
e2905065a183e73e,I still eat meat at restaurants,I switch to non-meat alternatives when available,conflict
e2905065a183e73e,I still eat meat at restaurants,I try to eat more sustainably,conflict
e2905065a183e73e,Friends have restrictive diets or picky eating,I switch to non-meat alternatives when available,support
e2905065a183e73e,Friends have restrictive diets or picky eating,I try to eat more sustainably,support
e2905065a183e73e,I switch to non-meat alternatives when available,I worry plant meat substitutes are highly processed,conflict
8a09978d91039693,I am vegetarian,I enjoy being a vegetarian,support
8a09978d91039693,I am vegetarian,I saw documentaries about animal ethics,support
8a09978d91039693,I am vegetarian,I used to eat a lot of meat,support
8a09978d91039693,I am vegetarian,I want to avoid killing animals,support
8a09978d91039693,I am vegetarian,My parents are vegetarian,support
8a09978d91039693,I enjoy being a vegetarian,I want to avoid killing animals,support
8a09978d91039693,I saw documentaries about animal ethics,I want to avoid killing animals,support
8a09978d91039693,I saw documentaries about animal ethics,I used to eat a lot of meat,support
8a09978d91039693,I enjoy being a vegetarian,I saw documentaries about animal ethics,support
8a09978d91039693,I used to eat a lot of meat,I want to avoid killing animals,conflict
8a09978d91039693,I enjoy being a vegetarian,I used to eat a lot of meat,conflict
8a09978d91039693,I enjoy being a vegetarian,My parents are vegetarian,support
8a09978d91039693,I used to eat a lot of meat,My parents are vegetarian,conflict
8a09978d91039693,I saw documentaries about animal ethics,My parents are vegetarian,support
8a09978d91039693,I want to avoid killing animals,My parents are vegetarian,support
7d752fefddfca23e,I eat every type of meat,I was raised eating meat with every meal,support
7d752fefddfca23e,I eat every type of meat,My family and friends eat meat with every meal,support
7d752fefddfca23e,I eat every type of meat,Tradition encourages me to eat meat,support
7d752fefddfca23e,I eat every type of meat,I have added more fish for health benefits,support
7d752fefddfca23e,I was raised eating meat with every meal,My family and friends eat meat with every meal,support
7d752fefddfca23e,I was raised eating meat with every meal,Tradition encourages me to eat meat,support
7d752fefddfca23e,My family and friends eat meat with every meal,Tradition encourages me to eat meat,support
7d752fefddfca23e,I have added more fish for health benefits,Tradition encourages me to eat meat,conflict
2bfe07abba85396f,I believe meat keeps muscles healthy,I eat meat regularly,support
2bfe07abba85396f,I believe meat keeps muscles healthy,I eat meat to maintain healthy weight,support
2bfe07abba85396f,I believe meat keeps muscles healthy,I feel tired eating less meat,support
2bfe07abba85396f,I believe meat keeps muscles healthy,I was taught meat is part of life,support
2bfe07abba85396f,I eat meat regularly,I was taught meat is part of life,support
2bfe07abba85396f,I eat meat regularly,People around me eat meat,support
2bfe07abba85396f,I eat meat regularly,Rising meat prices affect my purchases,conflict
2bfe07abba85396f,I eat meat regularly,I feel tired eating less meat,support
2bfe07abba85396f,I feel socially isolated eating less meat,People around me eat meat,support
2bfe07abba85396f,I feel socially isolated eating less meat,I feel tired eating less meat,support
2bfe07abba85396f,I feel tired eating less meat,Trying new vegetable recipes excites me,conflict
2bfe07abba85396f,I feel socially isolated eating less meat,Trying new vegetable recipes excites me,conflict
2bfe07abba85396f,I believe meat keeps muscles healthy,I eat meat to maintain healthy weight,support
2bfe07abba85396f,I was taught meat is part of life,People around me eat meat,support
4c0618a1f49cf2e9,Family and friends have similar diets,My family hunts and fishes,support
4c0618a1f49cf2e9,Family and friends have similar diets,I eat wild game meats,support
4c0618a1f49cf2e9,I am concerned about animal welfare,I eat wild game meats,support
4c0618a1f49cf2e9,I am concerned about animal welfare,I try to avoid beef,support
4c0618a1f49cf2e9,I am environmentally conscious,I eat wild game meats,support
4c0618a1f49cf2e9,I am environmentally conscious,My family hunts and fishes,support
4c0618a1f49cf2e9,"I eat chicken, turkey, and fish",I try to avoid beef,support
4c0618a1f49cf2e9,I eat smaller meat portions,I want to eat healthier,support
4c0618a1f49cf2e9,I eat smaller meat portions,I have health concerns,support
4c0618a1f49cf2e9,I eat smaller meat portions,I try to avoid beef,support
4c0618a1f49cf2e9,I eat wild game meats,My family hunts and fishes,support
4c0618a1f49cf2e9,I have health concerns,I try to avoid beef,support
4c0618a1f49cf2e9,I have health concerns,I want to eat healthier,support
4c0618a1f49cf2e9,I try to avoid beef,I want to eat healthier,support
ed14bc3f70d6cec5,Environmental concerns make me sad,I am curious about environmental impact,support
ed14bc3f70d6cec5,I am curious about environmental impact,I eat meat at every meal,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,I eat meat at every meal,conflict
ed14bc3f70d6cec5,I am used to eating meat,I eat meat at every meal,support
ed14bc3f70d6cec5,I am used to eating meat,I get protein from meat,support
ed14bc3f70d6cec5,I eat meat at every meal,I get protein from meat,support
ed14bc3f70d6cec5,Eating meat gives me energy,I get protein from meat,support
ed14bc3f70d6cec5,Eating meat gives me energy,I eat meat at every meal,support
ed14bc3f70d6cec5,I am used to eating meat,I prepare meat-based meals for my family,support
ed14bc3f70d6cec5,I am used to eating meat,My family eats meat at every meal,support
ed14bc3f70d6cec5,I am used to eating meat,Most friends have similar meat-eating habits,support
ed14bc3f70d6cec5,I prepare meat-based meals for my family,My family eats meat at every meal,support
ed14bc3f70d6cec5,I prepare meat-based meals for my family,Most friends have similar meat-eating habits,support
ed14bc3f70d6cec5,I eat meat at every meal,My family eats meat at every meal,support
ed14bc3f70d6cec5,I eat meat at every meal,Most friends have similar meat-eating habits,support
ed14bc3f70d6cec5,I eat meat at every meal,I enjoy the taste of meat,support
ed14bc3f70d6cec5,I am used to eating meat,I enjoy the taste of meat,support
ed14bc3f70d6cec5,Eating meat gives me energy,I enjoy the taste of meat,support
ed14bc3f70d6cec5,Environmental concerns make me sad,I enjoy the taste of meat,conflict
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,I eat red meat 3-4 times weekly,conflict
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,I partake in vegan meals at family gatherings,support
9dbce82bce25d24e,I eat meat for protein,I eat red meat 3-4 times weekly,support
9dbce82bce25d24e,I eat meat for protein,I eat turkey or chicken at other meals,support
9dbce82bce25d24e,I eat meat for protein,I partake in vegan meals at family gatherings,conflict
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I eat turkey or chicken at other meals,support
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I partake in vegan meals at family gatherings,conflict
9dbce82bce25d24e,I eat turkey or chicken at other meals,I partake in vegan meals at family gatherings,conflict
9dbce82bce25d24e,I enjoy pleasant meat aromas during cooking,I enjoy the taste of meat,support
9dbce82bce25d24e,I enjoy pleasant meat aromas during cooking,I enjoy the texture of meat,support
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I enjoy pleasant meat aromas during cooking,support
9dbce82bce25d24e,I eat turkey or chicken at other meals,I enjoy pleasant meat aromas during cooking,support
9dbce82bce25d24e,I enjoy the taste of meat,I enjoy the texture of meat,support
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I enjoy the taste of meat,support
9dbce82bce25d24e,I eat turkey or chicken at other meals,I enjoy the taste of meat,support
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I enjoy the texture of meat,support
9dbce82bce25d24e,I eat turkey or chicken at other meals,I enjoy the texture of meat,support
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,I partake in vegan meals at family gatherings,support
c038519ac4670f62,I am motivated to eat healthier,I have easy access to fresh vegetables,support
c038519ac4670f62,I am motivated to eat healthier,I lack vegan recipes I like,conflict
c038519ac4670f62,I am motivated to eat healthier,Meat-based meals are convenient for me,conflict
c038519ac4670f62,I am motivated to eat healthier,I enjoy the taste of meat,conflict
c038519ac4670f62,I am motivated to eat healthier,I eat meat at least once daily,conflict
c038519ac4670f62,I enjoy the taste of meat,I was raised eating meat regularly,support
c038519ac4670f62,I eat meat at least once daily,I enjoy the taste of meat,support
c038519ac4670f62,I lack vegan recipes I like,Meat-based meals are convenient for me,support
c038519ac4670f62,I eat meat at least once daily,Meat-based meals are convenient for me,support
c038519ac4670f62,I am motivated to eat healthier,I prepare vegan meals for social occasions,support
c038519ac4670f62,I lack vegan recipes I like,I prepare vegan meals for social occasions,conflict
c038519ac4670f62,I lack vegan recipes I like,I was raised eating meat regularly,support
6db699e0a33315d4,I am used to eating meat,I eat meat most nights,support
6db699e0a33315d4,I am used to eating meat,My family eats meat most nights,support
6db699e0a33315d4,I am used to eating meat,I eat what I crave,support
6db699e0a33315d4,I eat meat most nights,My family eats meat most nights,support
6db699e0a33315d4,I eat meat most nights,I eat what I crave,support
6db699e0a33315d4,I eat meat most nights,Meat is tasty to eat,support
6db699e0a33315d4,I eat what I crave,Meat is tasty to eat,support
6db699e0a33315d4,I watched documentaries about meat processing,Processed meats are unhealthy,support
6db699e0a33315d4,Eating too much meat is unhealthy,I watched documentaries about meat processing,support
6db699e0a33315d4,Eating too much meat is unhealthy,Meat is tasty to eat,conflict
6db699e0a33315d4,Eating too much meat is unhealthy,I am used to eating meat,conflict
6db699e0a33315d4,Eating too much meat is unhealthy,I eat meat most nights,conflict
6db699e0a33315d4,Eating too much meat is unhealthy,Processed meats are unhealthy,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,Health reasons prevent total meat elimination,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,I eat beef occasionally,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,I eat chicken a few times a week,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,I share meat-eating habits with my partner,support
bb10b3e293fa7488,Health reasons prevent total meat elimination,I eat beef occasionally,support
bb10b3e293fa7488,Health reasons prevent total meat elimination,I eat chicken a few times a week,support
bb10b3e293fa7488,Health reasons prevent total meat elimination,I share meat-eating habits with my partner,support
bb10b3e293fa7488,I am in favor of animal rights,I avoid eating intelligent animals,support
bb10b3e293fa7488,I am in favor of animal rights,I feel moral unease about eating animals,support
bb10b3e293fa7488,I am in favor of animal rights,I want to eliminate meat from my diet,support
bb10b3e293fa7488,I avoid eating intelligent animals,I feel moral unease about eating animals,support
bb10b3e293fa7488,I eat beef occasionally,I feel moral unease about eating animals,conflict
bb10b3e293fa7488,I eat chicken a few times a week,I feel moral unease about eating animals,conflict
bb10b3e293fa7488,I avoid eating intelligent animals,I never eat pork,support
bb10b3e293fa7488,I feel moral unease about eating animals,I want to eliminate meat from my diet,support
bb10b3e293fa7488,I never eat pork,I want to eliminate meat from my diet,support
bb10b3e293fa7488,I share meat-eating habits with my partner,I want to eliminate meat from my diet,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,I want to eliminate meat from my diet,conflict
bb10b3e293fa7488,Health reasons prevent total meat elimination,I want to eliminate meat from my diet,conflict
7c0d0af95f8b1f08,Availability influences my meat choices,Cost influences my meat choices,support
7c0d0af95f8b1f08,Availability influences my meat choices,I eat mainly chicken and poultry,support
7c0d0af95f8b1f08,Cost influences my meat choices,I eat mainly chicken and poultry,support
7c0d0af95f8b1f08,I am the main household cook,My household eats what I cook,support
7c0d0af95f8b1f08,I eat mainly chicken and poultry,I eat meat daily,support
7c0d0af95f8b1f08,I eat meat because it is filling,I eat meat daily,support
7c0d0af95f8b1f08,I eat mainly chicken and poultry,I eat meat because it is filling,support
7c0d0af95f8b1f08,I eat meat because it is filling,We raise our own chickens,support
7c0d0af95f8b1f08,I eat mainly chicken and poultry,We raise our own chickens,support
7c0d0af95f8b1f08,I am the main household cook,I eat mainly chicken and poultry,support
7c0d0af95f8b1f08,I am the main household cook,I eat meat daily,support
7c0d0af95f8b1f08,I am the main household cook,We raise our own chickens,support
7c0d0af95f8b1f08,Availability influences my meat choices,I am the main household cook,support
7c0d0af95f8b1f08,Cost influences my meat choices,I am the main household cook,support
7c0d0af95f8b1f08,I am the main household cook,I eat meat because it is filling,support
7c0d0af95f8b1f08,I eat mainly chicken and poultry,My household eats what I cook,support
7c0d0af95f8b1f08,My household eats what I cook,We raise our own chickens,support
ec02d5c2a65d3fd2,Chicken is easier for social situations,I eat only chicken and turkey,support
ec02d5c2a65d3fd2,Chicken is easier for social situations,I struggle getting enough protein vegetarian,support
ec02d5c2a65d3fd2,I avoid eating beef,I avoid eating pork,support
ec02d5c2a65d3fd2,I avoid eating beef,I did not like pork or beef taste,support
ec02d5c2a65d3fd2,I avoid eating pork,I did not like pork or beef taste,support
ec02d5c2a65d3fd2,I avoid eating beef,I eat only chicken and turkey,support
ec02d5c2a65d3fd2,I avoid eating pork,I eat only chicken and turkey,support
ec02d5c2a65d3fd2,I eat only chicken and turkey,I focus on meat for protein,support
ec02d5c2a65d3fd2,I eat only chicken and turkey,I struggle getting enough protein vegetarian,support
ec02d5c2a65d3fd2,I focus on meat for protein,I struggle getting enough protein vegetarian,support
ec02d5c2a65d3fd2,I did not like pork or beef taste,I focus on meat for protein,support
ec02d5c2a65d3fd2,I did not like pork or beef taste,I eat only chicken and turkey,support
ec02d5c2a65d3fd2,I struggle getting enough protein vegetarian,I want to reduce environmental impact,conflict
ec02d5c2a65d3fd2,I eat only chicken and turkey,I want to reduce environmental impact,support
54cc4241bdbfff9e,I am concerned about environmental impact,I am motivated by health reasons,support
54cc4241bdbfff9e,I am concerned about environmental impact,I am motivated by personal values,support
54cc4241bdbfff9e,I am concerned about environmental impact,I am trying to reduce meat consumption,support
54cc4241bdbfff9e,I am concerned about environmental impact,I avoid eating red meat,support
54cc4241bdbfff9e,I am motivated by health reasons,I am motivated by personal values,support
54cc4241bdbfff9e,I am motivated by health reasons,I am trying to reduce meat consumption,support
54cc4241bdbfff9e,I am motivated by health reasons,I avoid eating red meat,support
54cc4241bdbfff9e,I am motivated by personal values,I am trying to reduce meat consumption,support
54cc4241bdbfff9e,I am motivated by personal values,I avoid eating red meat,support
54cc4241bdbfff9e,I am trying to reduce meat consumption,I avoid eating red meat,support
54cc4241bdbfff9e,I am trying to reduce meat consumption,I eat about five servings of meat a week,support
54cc4241bdbfff9e,I avoid eating red meat,I eat about five servings of meat a week,support
54cc4241bdbfff9e,I am trying to reduce meat consumption,My partner is also reducing meat consumption,support
54cc4241bdbfff9e,I avoid eating red meat,My partner is also reducing meat consumption,support
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,I avoid eating beef and pork,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider health when choosing meat,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider price when choosing meat,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider ethics when eating meat,support
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,I consider animal intelligence,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider animal intelligence,support
97773a8839d3f6fe,I consider animal intelligence,I consider ethics when eating meat,support
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,I consider ethics when eating meat,support
97773a8839d3f6fe,I consider health when choosing meat,I primarily eat chicken,support
97773a8839d3f6fe,I consider health when choosing meat,My household primarily eats chicken,support
97773a8839d3f6fe,I consider health when choosing meat,I consider price when choosing meat,support
97773a8839d3f6fe,I consider environmental impact of meat,I consider ethics when eating meat,support
97773a8839d3f6fe,I consider environmental impact of meat,I primarily eat chicken,support
97773a8839d3f6fe,I consider ethics when eating meat,I primarily eat chicken,support
97773a8839d3f6fe,I primarily eat chicken,My household primarily eats chicken,support
97773a8839d3f6fe,I consider ethics when eating meat,I consider price when choosing meat,support
97773a8839d3f6fe,Documentaries influence my views on meat,I consider animal intelligence,support
97773a8839d3f6fe,Documentaries influence my views on meat,I consider ethics when eating meat,support
97773a8839d3f6fe,Documentaries influence my views on meat,I consider environmental impact of meat,support
ac2d736537b2aa39,I approve eating animals if not cruel,I sometimes choose meat with fewer antibiotics,support
ac2d736537b2aa39,I approve eating animals if not cruel,My family has always eaten meat,support
ac2d736537b2aa39,I approve eating animals if not cruel,I eat meat regularly,support
ac2d736537b2aa39,I eat chicken most often,I eat meat regularly,support
ac2d736537b2aa39,I eat meat regularly,I like the taste of meat,support
ac2d736537b2aa39,I eat meat regularly,I like the texture of meat,support
ac2d736537b2aa39,I eat meat regularly,I want to get protein from meat,support
ac2d736537b2aa39,I like the taste of meat,I like the texture of meat,support
ac2d736537b2aa39,I like the taste of meat,I want to get protein from meat,support
ac2d736537b2aa39,I eat chicken most often,I like the taste of meat,support
ac2d736537b2aa39,I eat chicken most often,I like the texture of meat,support
ac2d736537b2aa39,I eat chicken most often,I want to get protein from meat,support
ac2d736537b2aa39,I dislike tofu,I want to get protein from meat,support
ac2d736537b2aa39,I eat meat regularly,I want to get protein from meat,support
ac2d736537b2aa39,I dislike tofu,I eat meat regularly,support
ac2d736537b2aa39,I approve eating animals if not cruel,I want to get protein from meat,support
ac2d736537b2aa39,I approve eating animals if not cruel,I dislike tofu,support
ac2d736537b2aa39,I approve eating animals if not cruel,I eat chicken most often,support
ac2d736537b2aa39,I eat meat regularly,My family has always eaten meat,support
87e1dbf2ddd33fb1,I am not a fan of pork,I enjoy eating different kinds of meat,conflict
87e1dbf2ddd33fb1,I enjoy eating different kinds of meat,I limit meat to two or three days weekly,conflict
87e1dbf2ddd33fb1,I limit meat to two or three days weekly,I question eating meat after seeing animal videos,support
87e1dbf2ddd33fb1,I limit meat to two or three days weekly,My mom encourages eating less meat for health,support
87e1dbf2ddd33fb1,I question eating meat after seeing animal videos,My mom cares about animal welfare,support
87e1dbf2ddd33fb1,My mom cares about animal welfare,My mom encourages eating less meat for health,support
d4cec8da03bc12ab,Fasting made me feel healthier,I aspire to eat less meat,support
d4cec8da03bc12ab,Fasting made me feel healthier,I eat meat out of habit,conflict
d4cec8da03bc12ab,Fasting made me feel healthier,Rising meat prices may reduce consumption,support
d4cec8da03bc12ab,I aspire to eat less meat,I eat meat out of habit,conflict
d4cec8da03bc12ab,I aspire to eat less meat,Most family and friends eat meat,conflict
d4cec8da03bc12ab,I aspire to eat less meat,Rising meat prices may reduce consumption,support
d4cec8da03bc12ab,I eat meat out of habit,Most family and friends eat meat,support
d4cec8da03bc12ab,I eat meat out of habit,Rising meat prices may reduce consumption,conflict
c842caeb15405a78,I am concerned about animal welfare,I prefer grass-fed meat,support
c842caeb15405a78,I am concerned about animal welfare,I select meat for health benefits,support
c842caeb15405a78,I am concerned about animal welfare,I avoid processed meats,support
c842caeb15405a78,I avoid processed meats,I cook most meals at home,support
c842caeb15405a78,I cook most meals at home,I eat less meat than before,support
c842caeb15405a78,I cook most meals at home,I eat meat with every meal,support
c842caeb15405a78,I cook most meals at home,My religion restricts some meats,support
c842caeb15405a78,I cook most meals at home,I select meat for health benefits,support
c842caeb15405a78,I avoid processed meats,I select meat for health benefits,support
c842caeb15405a78,I eat less meat than before,I eat meat with every meal,conflict
c842caeb15405a78,I eat meat with every meal,I select meat for health benefits,support
c842caeb15405a78,I eat meat with every meal,My religion restricts some meats,support
c842caeb15405a78,I prefer grass-fed meat,I select meat for health benefits,support
740b157201268df1,I am an animal welfare advocate,I avoid eating octopus,support
740b157201268df1,I am an animal welfare advocate,I love the taste of meat,conflict
740b157201268df1,I am an animal welfare advocate,I seek ethically sourced meat,support
740b157201268df1,I am an animal welfare advocate,I watch animal welfare documentaries,support
740b157201268df1,I avoid eating octopus,I watch animal welfare documentaries,support
740b157201268df1,I have health concerns,I reduce red meat consumption,support
740b157201268df1,I love the taste of meat,I reduce red meat consumption,conflict
740b157201268df1,I love the taste of meat,I seek ethically sourced meat,conflict
740b157201268df1,I love the taste of meat,My family enjoys eating diverse foods,support
740b157201268df1,I love the taste of meat,My family values animal welfare,conflict
740b157201268df1,I reduce red meat consumption,I seek ethically sourced meat,support
740b157201268df1,I seek ethically sourced meat,I watch animal welfare documentaries,support
740b157201268df1,My family enjoys eating diverse foods,My family values animal welfare,conflict
740b157201268df1,I am an animal welfare advocate,My family values animal welfare,support
b3f7e055bf4647c4,I eat meat regularly,I grew up eating meat,support
b3f7e055bf4647c4,I eat meat regularly,I enjoy the versatility of meat,support
b3f7e055bf4647c4,I eat meat regularly,I like meat's protein content,support
b3f7e055bf4647c4,I eat meat regularly,My family eats meat regularly,support
b3f7e055bf4647c4,I eat meat regularly,My friends enjoy the flavor of meat,support
b3f7e055bf4647c4,I eat meat regularly,I have meatless meals to save money,conflict
b3f7e055bf4647c4,I have meatless meals to save money,I look for the best meat prices,support
b3f7e055bf4647c4,I grew up eating meat,My family eats meat regularly,support
b3f7e055bf4647c4,I enjoy the versatility of meat,I like meat's protein content,support
b3f7e055bf4647c4,I grew up eating meat,I like meat's protein content,support
b3f7e055bf4647c4,My family eats meat regularly,My friends enjoy the flavor of meat,support
a7ac88105b8c14d3,High meat prices affect my habits,I am a heavy meat eater,conflict
a7ac88105b8c14d3,High meat prices affect my habits,I eat meat at most meals,conflict
a7ac88105b8c14d3,High meat prices affect my habits,I plan meals around meat sales,support
a7ac88105b8c14d3,I am a heavy meat eater,I eat meat at most meals,support
a7ac88105b8c14d3,I am a heavy meat eater,I prefer beef over poultry,support
a7ac88105b8c14d3,I am a heavy meat eater,I want to get enough protein,support
a7ac88105b8c14d3,I am a heavy meat eater,I seek complete protein from meat,support
a7ac88105b8c14d3,I am a heavy meat eater,I value the health benefits of meat,support
a7ac88105b8c14d3,I eat meat at most meals,I plan meals around meat sales,support
a7ac88105b8c14d3,I eat meat at most meals,I prefer beef over poultry,support
a7ac88105b8c14d3,I eat meat at most meals,I seek complete protein from meat,support
a7ac88105b8c14d3,I eat meat at most meals,I value the health benefits of meat,support
a7ac88105b8c14d3,I eat meat at most meals,I want to get enough protein,support
a7ac88105b8c14d3,I plan meals around meat sales,I seek complete protein from meat,support
a7ac88105b8c14d3,I prefer beef over poultry,I seek complete protein from meat,support
a7ac88105b8c14d3,I prefer beef over poultry,I value the health benefits of meat,support
a7ac88105b8c14d3,I seek complete protein from meat,I value the health benefits of meat,support
a7ac88105b8c14d3,I seek complete protein from meat,I want to get enough protein,support
a7ac88105b8c14d3,I value the health benefits of meat,I want to get enough protein,support
f323942068c63066,I eat meat at most meals,I love the taste of meat,support
f323942068c63066,I eat meat at most meals,Meals without meat feel incomplete,support
f323942068c63066,I eat meat at most meals,I want animals to have decent lives,conflict
f323942068c63066,I eat meat at most meals,I feel guilty about animal suffering,conflict
f323942068c63066,I feel guilty about animal suffering,I want animals to have decent lives,support
f323942068c63066,I discuss meat-eating with vegans,I eat meat at most meals,conflict
f323942068c63066,I love the taste of meat,Meals without meat feel incomplete,support
f323942068c63066,I love the taste of meat,I want animals to have decent lives,conflict
f323942068c63066,I feel guilty about animal suffering,I love the taste of meat,conflict
f323942068c63066,I feel guilty about animal suffering,Meals without meat feel incomplete,conflict
f323942068c63066,I want animals to have decent lives,Social contacts are motivated by animal welfare,support
f323942068c63066,I discuss meat-eating with vegans,Social contacts are motivated by animal welfare,support
f323942068c63066,I feel guilty about animal suffering,Social contacts are motivated by animal welfare,support
f323942068c63066,I discuss meat-eating with vegans,I feel guilty about animal suffering,support
f323942068c63066,I discuss meat-eating with vegans,I want animals to have decent lives,support
f323942068c63066,I discuss meat-eating with vegans,I think meat is good for health,conflict
f323942068c63066,I eat meat at most meals,I think meat is good for health,support
f323942068c63066,I think meat is good for health,Social contacts are motivated by animal welfare,conflict
a3557ae863ad9e1d,I am a picky eater,I eat foods I like,support
a3557ae863ad9e1d,I am a picky eater,I eat what is available,conflict
a3557ae863ad9e1d,I am a picky eater,I eat a lot of chicken,support
a3557ae863ad9e1d,I am a picky eater,I eat beef occasionally,support
a3557ae863ad9e1d,I eat a lot of chicken,I eat foods I like,support
a3557ae863ad9e1d,I eat beef occasionally,I eat foods I like,support
a3557ae863ad9e1d,I eat foods I like,I eat what is available,support
a3557ae863ad9e1d,I eat what is available,Limited money sometimes reduces meat consumption,support
a3557ae863ad9e1d,I eat what is available,Limited time sometimes reduces meat consumption,support
a3557ae863ad9e1d,I eat a lot of chicken,I eat foods I like,support
a3557ae863ad9e1d,I eat a lot of chicken,I eat what is available,support
