key,stance_1,stance_2,pairwise
e04998f79adab146,I eat meat regularly,I want enough protein,support
e04998f79adab146,I eat meat regularly,Most people I know eat meat,support
e04998f79adab146,I know vegetarians or vegans,Most people I know eat meat,conflict
ccae674b4ff562be,I eat mostly meat,I have difficulty finding protein alternatives,no connection
ccae674b4ff562be,I am a picky eater,I want to stay healthy,conflict
ccae674b4ff562be,I eat mostly meat,I want to feel energized,support
ccae674b4ff562be,I am a picky eater,I eat chicken and beef most often,support
ccae674b4ff562be,I eat chicken and beef most often,I eat mostly meat,support
ccae674b4ff562be,I eat chicken and beef most often,I want to feel energized,support
ccae674b4ff562be,I eat mostly meat,I want to stay healthy,conflict
ccae674b4ff562be,I eat chicken and beef most often,I want to stay healthy,conflict
ccae674b4ff562be,I am a picky eater,I have difficulty finding protein alternatives,support
24ea44f928c011ba,Eating meat is a habit,My friends and family eat meat,support
24ea44f928c011ba,I love the taste of meat,Meat is part of survival,support
24ea44f928c011ba,Eating meat is a habit,No social pressure to reduce meat,support
24ea44f928c011ba,I eat meat daily,No social pressure to reduce meat,support
24ea44f928c011ba,Eating meat is a habit,Meat is part of survival,support
24ea44f928c011ba,My friends and family eat meat,No social pressure to reduce meat,support
24ea44f928c011ba,I eat meat daily,I love the taste of meat,support
24ea44f928c011ba,I believe meat is nutritious,No social pressure to reduce meat,no connection
24ea44f928c011ba,Meat is part of survival,No social pressure to reduce meat,support
11e5443a9c9c5d6e,I am cautious of the environment,I mostly eat ground chicken or turkey,support
11e5443a9c9c5d6e,I mostly eat ground chicken or turkey,I want to lower my meat intake,support
11e5443a9c9c5d6e,Eating meat makes me feel run down,I mostly eat ground chicken or turkey,conflict
11e5443a9c9c5d6e,Family and friends eat much more meat,I want to lower my meat intake,conflict
11e5443a9c9c5d6e,Family and friends eat much more meat,I have diabetes,no connection
11e5443a9c9c5d6e,Family and friends eat much more meat,I eat red meat a few times weekly,conflict
11e5443a9c9c5d6e,I am cautious of the environment,I eat red meat a few times weekly,support
11e5443a9c9c5d6e,I mostly eat ground chicken or turkey,I try to get protein from black beans,support
11e5443a9c9c5d6e,Family and friends eat much more meat,I am cautious of the environment,no connection
cdc1fd8a83edc5a9,I eat meat every day,I have autism,support
cdc1fd8a83edc5a9,I enjoy eating meat,I have autism,no connection
cdc1fd8a83edc5a9,Becoming vegetarian feels implausible,I eat limited types of foods,support
cdc1fd8a83edc5a9,I am a picky eater,I have autism,support
cdc1fd8a83edc5a9,I enjoy eating meat,I have an eating disorder,no connection
cdc1fd8a83edc5a9,I enjoy eating meat,I restrict my calories,conflict
cdc1fd8a83edc5a9,Becoming vegetarian feels implausible,I am a picky eater,conflict
cdc1fd8a83edc5a9,I eat limited types of foods,I restrict my calories,no connection
cdc1fd8a83edc5a9,I eat limited types of foods,I have autism,support
7a28a7b7738bc656,I find meat filling,I find meat tasty,support
7a28a7b7738bc656,I am concerned about animals,I eat meat at least twice a day,conflict
7a28a7b7738bc656,I eat meat every day,I find meat filling,support
7a28a7b7738bc656,I am concerned about my health,My mom has similar thoughts about meat,support
7a28a7b7738bc656,I am concerned about animals,I find meat nutritious,conflict
7a28a7b7738bc656,I am concerned about my health,I eat meat every day,conflict
7a28a7b7738bc656,I eat meat at least twice a day,I eat meat every day,support
7a28a7b7738bc656,I am concerned about my health,I find meat nutritious,conflict
847c51b8edf36462,Family and friends eat meat regularly,I eat meat every day,support
847c51b8edf36462,Eating meat feels normal in my group,Family and friends eat meat regularly,support
847c51b8edf36462,Eating meat feels normal in my group,I like eating meat,no connection
847c51b8edf36462,Family and friends eat meat regularly,Meat is my main protein source,no connection
847c51b8edf36462,Family and friends eat meat regularly,I like eating meat,support
847c51b8edf36462,I like eating meat,Meat is my main protein source,support
847c51b8edf36462,Eating meat feels normal in my group,I eat meat every day,support
847c51b8edf36462,Eating meat feels normal in my group,Meat is my main protein source,no connection
847c51b8edf36462,I eat meat every day,I like eating meat,support
901b1e68b9a21d2e,I eat meat five to six days weekly,I love the taste and texture of meat,support
901b1e68b9a21d2e,I eat meat five to six days weekly,I know meatless meals are better for the environment,conflict
901b1e68b9a21d2e,Meat is often affordable or on sale,My family and friends eat a lot of meat,support
901b1e68b9a21d2e,I eat meatless meals sometimes,I know meatless meals are better for the environment,support
901b1e68b9a21d2e,I eat meatless meals sometimes,My family and friends eat a lot of meat,conflict
901b1e68b9a21d2e,I know meatless meals are better for the environment,I was raised eating meat,conflict
901b1e68b9a21d2e,I aim to not waste meat as respect,My family and friends eat a lot of meat,no connection
901b1e68b9a21d2e,I aim to not waste meat as respect,I love the taste and texture of meat,no connection
d626dfd972cd0a7d,I eat meat every day,Meat tastes good,support
d626dfd972cd0a7d,Meat tastes good,We grew up eating meat,support
d626dfd972cd0a7d,Meat adds protein to my diet,We grew up eating meat,support
d626dfd972cd0a7d,Family and friends eat meat regularly,Meat adds protein to my diet,support
d626dfd972cd0a7d,Family and friends eat meat regularly,Meat tastes good,support
d626dfd972cd0a7d,Meat adds protein to my diet,Meat tastes good,support
d626dfd972cd0a7d,I eat meat every day,Meat adds protein to my diet,support
d626dfd972cd0a7d,Family and friends eat meat regularly,I eat meat every day,support
d626dfd972cd0a7d,I eat meat every day,We grew up eating meat,support
54cc4241bdbfff9e,I am concerned about cholesterol,I eat red meat once a week,conflict
54cc4241bdbfff9e,I appreciate plant-based meals are less expensive,I value creativity in plant-based meals,support
54cc4241bdbfff9e,I crave red meat occasionally,I seek to reduce meat consumption,conflict
54cc4241bdbfff9e,I eat red meat once a week,I seek to reduce meat consumption,conflict
54cc4241bdbfff9e,I am concerned about cholesterol,I appreciate plant-based meals are less expensive,no connection
54cc4241bdbfff9e,I am concerned about environmental impact,I eat more plant-based foods,support
54cc4241bdbfff9e,I appreciate plant-based meals are less expensive,I seek to reduce meat consumption,no connection
54cc4241bdbfff9e,I appreciate plant-based meals are less expensive,My family values red meat as prosperity,conflict
54cc4241bdbfff9e,I am concerned about environmental impact,My family finds red meat convenient,conflict
53cf43f573cc8f32,I am a regular meat eater,I am aware of environmental concerns,conflict
53cf43f573cc8f32,I am aware of environmental concerns,My family eats meat every day,conflict
53cf43f573cc8f32,I eat meat for protein,I focus on healthy food choices,support
53cf43f573cc8f32,I am a regular meat eater,My friends enjoy eating meat,support
53cf43f573cc8f32,I eat meat for energy,My friends enjoy eating meat,support
53cf43f573cc8f32,I am aware of environmental concerns,I eat meat for protein,conflict
53cf43f573cc8f32,My family eats meat every day,My friends enjoy eating meat,support
53cf43f573cc8f32,I am aware of environmental concerns,I like to eat meat,conflict
53cf43f573cc8f32,I am a regular meat eater,My family eats meat every day,support
3828779ad7644dd3,I feel responsible for animal suffering,Meat gives me good nutritional value,conflict
3828779ad7644dd3,My family also enjoys eating meat,My family values meat for nutrition,support
3828779ad7644dd3,I eat eggs,I eat meat every day,support
3828779ad7644dd3,I feel responsible for animal suffering,My family also enjoys eating meat,conflict
3828779ad7644dd3,I eat eggs,I feel responsible for animal suffering,conflict
3828779ad7644dd3,I feel responsible for animal suffering,I sometimes consider buying straight from farm,support
3828779ad7644dd3,I sometimes consider buying straight from farm,My family values meat for nutrition,support
3828779ad7644dd3,I eat meat every day,I feel responsible for animal suffering,conflict
3828779ad7644dd3,I eat chicken and red meat,I feel responsible for animal suffering,conflict
0ec83457dd9ad9bb,I avoid eating meat in excess for health,I eat meat regularly,support
0ec83457dd9ad9bb,I believe meat is not bad for you,I eat meat regularly,support
0ec83457dd9ad9bb,I eat meat regularly,Most friends and family eat meat regularly,support
0ec83457dd9ad9bb,Health concerns could make me stop eating meat,I enjoy the taste of meat,conflict
0ec83457dd9ad9bb,I eat meat regularly,I find meat easy to prepare,support
0ec83457dd9ad9bb,I avoid eating meat in excess for health,I believe meat is not bad for you,conflict
0ec83457dd9ad9bb,I believe meat is not bad for you,I enjoy the taste of meat,no connection
0ec83457dd9ad9bb,Health concerns could make me stop eating meat,I eat meat regularly,support
0ec83457dd9ad9bb,I avoid eating meat in excess for health,I enjoy the taste of meat,conflict
d8e85ef0973f5cae,I try plant-based options eating out,I want to lower cholesterol and calories,support
d8e85ef0973f5cae,Friends and family eat less meat and pork,I want to lower cholesterol and calories,support
d8e85ef0973f5cae,I mostly cook beef or chicken at home,Meals are more special on weekends,support
d8e85ef0973f5cae,Friends and family eat less meat and pork,I want to exercise more,conflict
d8e85ef0973f5cae,Barbecues and holidays mean more meat eating,I focus more on health as I age,conflict
d8e85ef0973f5cae,I want to exercise more,Meals are more special on weekends,no connection
d8e85ef0973f5cae,Barbecues and holidays mean more meat eating,I am concerned about climate change,conflict
d8e85ef0973f5cae,I focus more on health as I age,I want to lower cholesterol and calories,support
d8e85ef0973f5cae,I try plant-based options eating out,I want to exercise more,support
1fcd68a516b33f04,Most of my friends and family eat meat regularly,My wife is a heavy meat eater,support
1fcd68a516b33f04,I eat more meat when my wife cooks,Meat is embedded in my culture,support
1fcd68a516b33f04,My mom influenced me to eat less meat,My mom reduced meat for health reasons,support
1fcd68a516b33f04,Meat is embedded in my culture,My mom reduced meat for health reasons,conflict
1fcd68a516b33f04,I am concerned about health effects of meat,I try to keep meat eating to a minimum,support
1fcd68a516b33f04,I eat meat three to four times weekly,I try to keep meat eating to a minimum,support
1fcd68a516b33f04,My mom influenced me to eat less meat,My wife is a heavy meat eater,conflict
1fcd68a516b33f04,I am concerned about health effects of meat,I eat meat three to four times weekly,support
1fcd68a516b33f04,I eat meat three to four times weekly,I eat more meat when my wife cooks,no connection
36d1ca03b3d61873,I believe lean meats are healthier,Social contacts do not influence my eating,no connection
36d1ca03b3d61873,I desire to be healthier,I eat more plant-based options,support
36d1ca03b3d61873,I desire to be healthier,I feel better eating plant-based diets,support
36d1ca03b3d61873,I believe lean meats are healthier,I want a good source of protein,support
36d1ca03b3d61873,I avoid eating beef and pork,I want a good source of protein,conflict
36d1ca03b3d61873,I feel better eating plant-based diets,I sometimes eat lamb or lean steak,conflict
36d1ca03b3d61873,I eat more plant-based options,I feel better eating plant-based diets,support
36d1ca03b3d61873,I avoid eating chicken,I eat more plant-based options,conflict
36d1ca03b3d61873,I avoid eating chicken,I sometimes eat lamb or lean steak,conflict
0d3cc90a72fbaf72,I eat meat almost daily,Meat is versatile for meals,support
0d3cc90a72fbaf72,Meat is accessible to me,Meat is common in my community,support
0d3cc90a72fbaf72,I eat meat almost daily,I have always eaten meat growing up,support
0d3cc90a72fbaf72,I enjoy eating meat,My family regularly eats meat,support
0d3cc90a72fbaf72,I eat meat almost daily,My family regularly eats meat,support
0d3cc90a72fbaf72,Meat is versatile for meals,My family regularly eats meat,support
0d3cc90a72fbaf72,I enjoy eating meat,I have always eaten meat growing up,support
0d3cc90a72fbaf72,Meat is easy to prepare,Meat is versatile for meals,support
0d3cc90a72fbaf72,Meat is easy to prepare,My family regularly eats meat,support
9faec1665116d796,Good vegetarian options are limited,I would like to be vegetarian,conflict
9faec1665116d796,Good vegetarian options are limited,I am morally and ethically conflicted,conflict
9faec1665116d796,I aim to meet protein goals,I am morally and ethically conflicted,conflict
9faec1665116d796,I eat meat a few times a week,My eldest is a vegetarian,no connection
9faec1665116d796,I aim to meet protein goals,I would like to be vegetarian,conflict
9faec1665116d796,I am morally and ethically conflicted,I would like to be vegetarian,support
9faec1665116d796,I would like to be vegetarian,My eldest is a vegetarian,support
9faec1665116d796,I am morally and ethically conflicted,I eat meat a few times a week,conflict
9faec1665116d796,I aim to meet protein goals,I eat meat a few times a week,support
fabbe87caf2e1c00,I eat fish and chicken,Social contacts are concerned about animal rights,conflict
fabbe87caf2e1c00,I eat fish and chicken,I have health concerns about red meat,support
fabbe87caf2e1c00,I am concerned about environmental impact,Social contacts are concerned about environment,support
fabbe87caf2e1c00,I have health concerns about red meat,Social contacts are concerned about environment,conflict
fabbe87caf2e1c00,"I eat beef, lamb, pork weekly",I eat fish and chicken,conflict
fabbe87caf2e1c00,I care about animal rights,Social contacts are concerned about animal rights,conflict
fabbe87caf2e1c00,"I eat beef, lamb, pork weekly",Social contacts are concerned about environment,conflict
fabbe87caf2e1c00,"I eat beef, lamb, pork weekly",Social contacts are concerned about animal rights,conflict
fabbe87caf2e1c00,"I eat beef, lamb, pork weekly",Social contacts are concerned about health,conflict
2e7d088561cde19d,Most close contacts also eat meat,Non-meat options are not reasonably priced,no connection
2e7d088561cde19d,Chicken is good for me,Non-meat options are not reasonably priced,conflict
2e7d088561cde19d,I enjoy chicken's versatility and flavors,Non-meat options are not reasonably priced,no connection
2e7d088561cde19d,I eat meat regularly,I enjoy chicken's versatility and flavors,support
2e7d088561cde19d,I mostly eat chicken,Non-meat options are not reasonably priced,conflict
2e7d088561cde19d,I eat meat regularly,Non-meat options are not reasonably priced,conflict
2e7d088561cde19d,Chicken is good for me,I enjoy chicken's versatility and flavors,support
2e7d088561cde19d,I am happy with the chicken I eat,I mostly eat chicken,support
2e7d088561cde19d,I enjoy chicken's versatility and flavors,I mostly eat chicken,support
df3aa70f59b84ff1,I am a vegan,I love animals,support
df3aa70f59b84ff1,I avoid eating animal products,I want to maintain good health,support
df3aa70f59b84ff1,I love animals,Meat-eating is a long-standing habit for others,support
df3aa70f59b84ff1,I am a vegan,I avoid eating animal products,support
df3aa70f59b84ff1,Meat-eating is a long-standing habit for others,My family supports my vegan lifestyle,conflict
df3aa70f59b84ff1,I avoid eating animal products,I love animals,support
df3aa70f59b84ff1,I am a vegan,Meat-eating is a long-standing habit for others,conflict
df3aa70f59b84ff1,I am a vegan,I want to maintain good health,support
df3aa70f59b84ff1,I love animals,My family supports my vegan lifestyle,conflict
337e9146d26fc3eb,My family eats whatever I cook,My family values eating in moderation,support
337e9146d26fc3eb,I aim for a healthier diet,I want to lose weight,support
337e9146d26fc3eb,I am eating less beef and pork,I have seen excellent results reducing meat,support
337e9146d26fc3eb,I am eating less beef and pork,My family eats whatever I cook,no connection
337e9146d26fc3eb,I am concerned about kidney health,I have high blood pressure,support
337e9146d26fc3eb,I prefer lean meats like chicken,My family eats whatever I cook,no connection
337e9146d26fc3eb,I have seen excellent results reducing meat,I want to lose weight,support
337e9146d26fc3eb,I am concerned about kidney health,I have seen excellent results reducing meat,support
337e9146d26fc3eb,I have high blood pressure,I have seen excellent results reducing meat,support
c0ac91fae56c6ec3,I avoid greasy foods,My husband dislikes vegetable dishes,no connection
c0ac91fae56c6ec3,My husband dislikes vegetable dishes,Weight Watchers favors chicken and turkey,no connection
c0ac91fae56c6ec3,I choose lean cuts of beef,I enjoy vegetable-based meals,conflict
c0ac91fae56c6ec3,I eat chicken and turkey often,I eat some kind of meat daily,support
c0ac91fae56c6ec3,I eat some kind of meat daily,I enjoy vegetable-based meals,conflict
c0ac91fae56c6ec3,I eat chicken and turkey often,I enjoy vegetable-based meals,conflict
c0ac91fae56c6ec3,I avoid greasy foods,I enjoy vegetable-based meals,support
c0ac91fae56c6ec3,I choose lean cuts of beef,I eat some kind of meat daily,support
c0ac91fae56c6ec3,I eat some kind of meat daily,Weight Watchers favors chicken and turkey,support
aa0f860caa6662ef,I try to eat meat every day,Most people I know enjoy eating meat,no connection
aa0f860caa6662ef,I try to eat more lean meats,I want to get enough protein,no connection
aa0f860caa6662ef,I try to eat meat every day,I want to get enough protein,support
aa0f860caa6662ef,I have read articles supporting meat consumption,I try to eat meat every day,support
aa0f860caa6662ef,I believe meat is important for health,I try to eat meat every day,support
aa0f860caa6662ef,I believe meat is important for health,I have read articles supporting meat consumption,support
aa0f860caa6662ef,I want to get enough protein,Most people I know enjoy eating meat,no connection
aa0f860caa6662ef,I have read articles supporting meat consumption,I try to eat more lean meats,no connection
aa0f860caa6662ef,I believe meat is important for health,I want to get enough protein,support
98326b74d660f5fd,I compartmentalize ethical concerns when eating meat,I have empathy for animals,conflict
98326b74d660f5fd,I eat meat if I crave it,I enjoy familiar comforting foods,support
98326b74d660f5fd,I avoid eating veal,I feel guilt about animals suffering,support
98326b74d660f5fd,I avoid eating veal,I eat meat if I crave it,no connection
98326b74d660f5fd,I avoid eating veal,I compartmentalize ethical concerns when eating meat,no connection
98326b74d660f5fd,I eat meat if I crave it,I feel guilt about animals suffering,conflict
98326b74d660f5fd,I avoid eating veal,I enjoy familiar comforting foods,no connection
98326b74d660f5fd,I eat meat if I crave it,I have empathy for animals,conflict
98326b74d660f5fd,I feel guilt about animals suffering,I have empathy for animals,support
7142ee58205c21de,I eat meat a few times a week,Social contacts are motivated by health,no connection
7142ee58205c21de,I am motivated by health reasons,Social contacts are influenced by animal welfare,support
7142ee58205c21de,I include more plant-based meals,We include more plant-based dishes at gatherings,support
7142ee58205c21de,I am motivated by health reasons,I include more plant-based meals,support
7142ee58205c21de,I am concerned about environmental impact,I eat meat a few times a week,conflict
7142ee58205c21de,Social contacts are eating less meat,Social contacts are motivated by health,support
7142ee58205c21de,I am motivated by health reasons,I eat meat a few times a week,conflict
7142ee58205c21de,I eat meat a few times a week,Social contacts are eating less meat,support
7142ee58205c21de,Social contacts are eating less meat,We include more plant-based dishes at gatherings,support
8b73e21092f24bd1,I eat meat at least twice daily,Meat fills me up,support
8b73e21092f24bd1,I enjoy eating different kinds of meat,I tried to avoid meat for diabetes,no connection
8b73e21092f24bd1,I enjoy eating different kinds of meat,I have diabetes concerns,no connection
8b73e21092f24bd1,It is difficult for me to avoid meat,Meat fills me up,support
8b73e21092f24bd1,Meat fills me up,Meat is high in protein,support
8b73e21092f24bd1,I have diabetes concerns,Meat is high in protein,conflict
8b73e21092f24bd1,I enjoy eating different kinds of meat,Meat fills me up,no connection
8b73e21092f24bd1,I eat meat at least twice daily,I like the taste of meat,support
8b73e21092f24bd1,I eat meat at least twice daily,Meat is high in protein,support
ab0d4cea5548f80a,I usually eat meat at dinner,Sometimes I make meals with just vegetables,conflict
ab0d4cea5548f80a,I considered reducing meat after health issues,I eat meat four or five times a week,conflict
ab0d4cea5548f80a,I usually eat meat at dinner,I worry meat fat affected my health,conflict
ab0d4cea5548f80a,I considered reducing meat after health issues,I usually eat meat at dinner,conflict
ab0d4cea5548f80a,I usually eat meat at dinner,I was raised eating meat with most meals,support
ab0d4cea5548f80a,I usually eat meat at dinner,My family and friends usually eat meat,no connection
ab0d4cea5548f80a,I considered reducing meat after health issues,I worry meat fat affected my health,support
ab0d4cea5548f80a,I eat meat four or five times a week,I like to eat meat,support
ab0d4cea5548f80a,I eat meat four or five times a week,I was raised eating meat with most meals,support
61766c21a780a6d9,I prefer cheap meats,My family eats various meats,no connection
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",I prefer low-fat meats,support
61766c21a780a6d9,I enjoy the taste of meat,Social contacts value taste in meat,support
61766c21a780a6d9,I enjoy the taste of meat,I value filling foods,support
61766c21a780a6d9,My family eats various meats,Social contacts value taste in meat,support
61766c21a780a6d9,I value filling foods,My family eats various meats,no connection
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",I enjoy the taste of meat,support
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",My family eats various meats,no connection
61766c21a780a6d9,I enjoy the taste of meat,I prefer low-fat meats,support
3307a1b25ba01794,I am not pressured by others' habits,Social contacts have different eating habits,support
3307a1b25ba01794,I am not pressured by others' habits,Some social contacts eat meat for protein,no connection
3307a1b25ba01794,I choose familiar meats like chicken or fish,Social contacts have different eating habits,no connection
3307a1b25ba01794,Social contacts have different eating habits,Some social contacts eat meat for protein,support
3307a1b25ba01794,I am not pressured by others' habits,I sometimes eat plant-based meals,support
3307a1b25ba01794,I want variety in my meals,Meat is easy to prepare,support
3307a1b25ba01794,I eat meat in moderation,I sometimes eat plant-based meals,support
3307a1b25ba01794,I sometimes eat plant-based meals,Meat is easy to prepare,support
3307a1b25ba01794,I seek balance in my meals,I want variety in my meals,support
5ed80b15ba44099f,I eat what my family makes for dinner,My friends and family eat meat,support
5ed80b15ba44099f,Getting protein from meat is easy,Meat tastes good to me,conflict
5ed80b15ba44099f,Getting protein from meat is easy,I eat whatever meat is available,support
5ed80b15ba44099f,I eat whatever meat is available,Meat tastes good to me,support
5ed80b15ba44099f,Getting protein from meat is easy,My friends and family eat meat,no connection
5ed80b15ba44099f,I eat whatever meat is available,My friends and family eat meat,no connection
5ed80b15ba44099f,Eating meat is a family habit,I eat whatever meat is available,no connection
5ed80b15ba44099f,Meat tastes good to me,My friends and family eat meat,support
5ed80b15ba44099f,Eating meat is a family habit,Meat tastes good to me,no connection
37899912f4a5a971,I crave meat occasionally,I eat meat every three months,support
37899912f4a5a971,Red meat is bad for health,Red meat makes you gain weight,support
37899912f4a5a971,I prefer homemade hamburgers,Red meat is bad for health,support
37899912f4a5a971,I crave meat occasionally,Red meat makes you gain weight,support
37899912f4a5a971,Friend showed me how to cook hamburgers,Red meat is bad for health,support
37899912f4a5a971,I eat meat every three months,Red meat makes you gain weight,support
37899912f4a5a971,Friend showed me how to cook hamburgers,I eat meat every three months,support
37899912f4a5a971,Friend showed me how to cook hamburgers,I prefer homemade hamburgers,support
37899912f4a5a971,I eat meat every three months,I prefer homemade hamburgers,no connection
f98f0b882797728b,Friends value meat for protein,I eat less red meat,no connection
f98f0b882797728b,Friends value meat for protein,I have health concerns,support
f98f0b882797728b,Friends value meat for protein,I believe eating meat is natural,support
f98f0b882797728b,I eat less red meat,I steam meat to eat healthier,no connection
f98f0b882797728b,I have health concerns,Meat is a source of protein,support
f98f0b882797728b,I believe eating meat is natural,Meat is a source of protein,support
f98f0b882797728b,I eat less red meat,I have health concerns,support
f98f0b882797728b,Friends value meat for protein,Meat is a source of protein,support
f98f0b882797728b,I steam meat to eat healthier,Meat is a source of protein,support
95ad60153e77940d,Childhood habits influence my meat eating,My social circle mostly eats meat,support
95ad60153e77940d,I choose meat for convenience,I consider cost when choosing foods,support
95ad60153e77940d,My wife eats a partial vegetarian diet,My wife's dietary needs limit meat at home,support
95ad60153e77940d,Health issues caused me to consider reducing meat,My social circle mostly eats meat,no connection
95ad60153e77940d,I choose meat for convenience,I prefer the taste of meat,support
95ad60153e77940d,I choose meat for convenience,I grew up eating meat regularly,support
95ad60153e77940d,I prefer the taste of meat,My social circle mostly eats meat,support
95ad60153e77940d,Health issues caused me to consider reducing meat,I consider cost when choosing foods,conflict
95ad60153e77940d,I consider cost when choosing foods,My social circle mostly eats meat,conflict
cde5af9c10e5d7af,I eat fish sometimes,My family says meat tastes good,support
cde5af9c10e5d7af,My family eats a lot of meat,My family eats chicken and pork,support
cde5af9c10e5d7af,I eat chicken regularly,My family says meat tastes good,support
cde5af9c10e5d7af,I am trying to eat more tofu,I care about animals,support
cde5af9c10e5d7af,I care about animals,I eat chicken regularly,conflict
cde5af9c10e5d7af,My family eats a lot of meat,My family says meat tastes good,support
cde5af9c10e5d7af,I care about animals,I eat fish sometimes,conflict
cde5af9c10e5d7af,Eating less meat is hard in this economy,I care about animals,conflict
cde5af9c10e5d7af,I care about animals,My family eats chicken and pork,no connection
8bcf4a8ef4be7cba,I try to eat meat in moderation,My wife also eats meat in moderation,support
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I like eating meat,support
8bcf4a8ef4be7cba,I grew up on a farm,I like eating meat,support
8bcf4a8ef4be7cba,I feel unwell after eating too much red meat,I like eating meat,support
8bcf4a8ef4be7cba,I like eating meat,I try to eat meat in moderation,support
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I feel unwell after eating too much red meat,no connection
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I grew up on a farm,support
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I choose meat from trusted local sources,support
8bcf4a8ef4be7cba,I feel unwell after eating too much red meat,I try to eat meat in moderation,support
5c9113c3b7df8e3e,Cheese causes digestive issues for me,I want to get enough protein,conflict
5c9113c3b7df8e3e,I want to get enough protein,My husband dislikes veggie burgers,conflict
5c9113c3b7df8e3e,Extra fat is not good for my liver,I am concerned about too much fat,conflict
5c9113c3b7df8e3e,Extra fat is not good for my liver,Protein consciousness is common in my community,no connection
5c9113c3b7df8e3e,I eat meat with most dinners,I want to get enough protein,support
5c9113c3b7df8e3e,I dislike yogurt,I plan to cut fatty meats,no connection
5c9113c3b7df8e3e,I dislike yogurt,My husband dislikes veggie burgers,support
5c9113c3b7df8e3e,I dislike yogurt,I want to get enough protein,conflict
dad40041f6cb7ef4,I eat chicken and fish,I want to remain healthy,support
dad40041f6cb7ef4,I eat chicken and fish,I use vegetable substitutes,no connection
dad40041f6cb7ef4,I eat chicken and fish,Veggie substitutes are easy to buy,no connection
dad40041f6cb7ef4,I eat pork sausage daily,I use vegetable substitutes,no connection
dad40041f6cb7ef4,I do not buy ground beef,I eat chicken and fish,no connection
dad40041f6cb7ef4,I use vegetable substitutes,Veggie substitutes are easy to buy,support
dad40041f6cb7ef4,I eat pork sausage daily,I want to remain healthy,support
dad40041f6cb7ef4,I do not buy ground beef,I eat pork sausage daily,no connection
dad40041f6cb7ef4,I do not buy ground beef,I want to remain healthy,support
086ecf273585a9a4,I have a large freezer,I have limited refrigerator space,support
086ecf273585a9a4,I experience health concerns,I have limited refrigerator space,no connection
086ecf273585a9a4,I eat meat five to six days weekly,I have a large freezer,support
086ecf273585a9a4,I experience health concerns,I feel better eating less meat,support
086ecf273585a9a4,I eat meat five to six days weekly,I want to try more plant-based recipes,conflict
086ecf273585a9a4,I have a large freezer,I purchase meat because it is easy to freeze,support
086ecf273585a9a4,I eat meat five to six days weekly,I feel better eating less meat,conflict
086ecf273585a9a4,I eat meat five to six days weekly,I experience environmental concerns,conflict
e4829fb39326588e,Food is a central family event,I enjoy eating meat,support
e4829fb39326588e,I am aware of animal welfare concerns,I enjoy eating meat,no connection
e4829fb39326588e,I eat meat every day,I grew up eating meat daily,support
e4829fb39326588e,I am aware of climate change issues,My family eats meat all the time,no connection
e4829fb39326588e,I grew up eating meat daily,My family eats meat all the time,support
e4829fb39326588e,I am aware of climate change issues,I enjoy eating meat,no connection
e4829fb39326588e,Food is a central family event,My family eats meat all the time,support
e4829fb39326588e,I am aware of animal welfare concerns,I eat meat every day,no connection
e4829fb39326588e,I am aware of animal welfare concerns,I grew up eating meat daily,no connection
f003c96b131253d6,I am not picky with food,I eat a balanced diet including meat,support
f003c96b131253d6,A family member only eats white meat,Family medical history discourages red meat,conflict
f003c96b131253d6,A family member only eats white meat,I mostly cook white meat for the family,support
f003c96b131253d6,I eat a balanced diet including meat,I eat meat three days a week,support
f003c96b131253d6,A family member only eats white meat,I am not picky with food,no connection
f003c96b131253d6,Family medical history discourages red meat,I eat meat three days a week,no connection
f003c96b131253d6,Family medical history discourages red meat,I mostly cook white meat for the family,support
f003c96b131253d6,A family member only eats white meat,I eat a balanced diet including meat,support
f003c96b131253d6,Family medical history discourages red meat,I am not picky with food,conflict
3715bc392d7a07ee,Husband considered eating less meat,I was raised eating meat,support
3715bc392d7a07ee,I was raised eating meat,My family and friends eat meat,no connection
3715bc392d7a07ee,I was raised eating meat,Social contacts were taught to eat meat,no connection
3715bc392d7a07ee,I eat all kinds of meat,My family and friends eat meat,no connection
3715bc392d7a07ee,My family and friends eat meat,Social contacts were taught to eat meat,no connection
3715bc392d7a07ee,I eat all kinds of meat,I was raised eating meat,no connection
3715bc392d7a07ee,Husband considered eating less meat,My family and friends eat meat,support
3715bc392d7a07ee,I eat all kinds of meat,Social contacts were taught to eat meat,no connection
3715bc392d7a07ee,Husband considered eating less meat,I eat all kinds of meat,conflict
649f1789cf99857f,I eat meat every single day,I want to cleanse and fast,conflict
649f1789cf99857f,Family members avoid pork,I am currently obsessed with meat,no connection
649f1789cf99857f,I eat meat every single day,Meat satisfies my cravings,support
649f1789cf99857f,Family advises me to avoid pork,I am considering cutting pork out,support
649f1789cf99857f,Family advises me to avoid pork,Meat satisfies my cravings,no connection
649f1789cf99857f,I want to cleanse and fast,Meat fills me up and energizes me,conflict
