key,stance_1,stance_2,canvas
a22e24bd1aef3c96,I eat beef and turkey regularly,I enjoy eating meat,support
a22e24bd1aef3c96,I enjoy eating meat,I enjoy few vegetables,conflict
a22e24bd1aef3c96,I enjoy eating meat,I think meat-free diets are difficult,conflict
a22e24bd1aef3c96,I enjoy few vegetables,I like the taste of meat,conflict
a22e24bd1aef3c96,I like the taste of meat,I think meat-free diets are difficult,conflict
a22e24bd1aef3c96,I eat beef and turkey regularly,I enjoy few vegetables,conflict
a22e24bd1aef3c96,I eat beef and turkey regularly,I think meat-free diets are difficult,conflict
a22e24bd1aef3c96,I eat a lot of chicken,I enjoy few vegetables,conflict
a22e24bd1aef3c96,I eat a lot of chicken,I think meat-free diets are difficult,conflict
7aa3b079e2dda8a1,I eat meat a few times a week,I enjoy the taste of meat,support
7aa3b079e2dda8a1,I am mindful of meat consumption,I have health concerns about meat,support
7aa3b079e2dda8a1,I eat meat a few times a week,I have health concerns about meat,conflict
7aa3b079e2dda8a1,I enjoy the taste of meat,I have health concerns about meat,conflict
b382256ca5a24f97,I eat meat several times a week,Meat is filling for me,support
b382256ca5a24f97,I eat meat several times a week,I like the taste of meat,support
b382256ca5a24f97,I eat meat several times a week,I have considered eating less meat,conflict
b382256ca5a24f97,"Few appealing, filling recipes without meat",I have considered eating less meat,conflict
b382256ca5a24f97,I dislike meat substitutes,I have considered eating less meat,conflict
6d94ac5f05b3776e,I have reduced how much meat I eat,I want to reduce digestive system issues,support
6d94ac5f05b3776e,I avoid eating dark meat,I want to reduce digestive system issues,support
6d94ac5f05b3776e,I like the taste of meat,Meat is my main source of protein,support
6d94ac5f05b3776e,I avoid eating dark meat,I have reduced how much meat I eat,support
6d94ac5f05b3776e,I find meat hard to give up,I have reduced how much meat I eat,conflict
6d94ac5f05b3776e,I have reduced how much meat I eat,Meat is my main source of protein,conflict
6d94ac5f05b3776e,I like the taste of meat,I want to reduce digestive system issues,conflict
6d94ac5f05b3776e,I want to reduce digestive system issues,Meat is my main source of protein,conflict
6d94ac5f05b3776e,I avoid eating dark meat,I like the taste of meat,conflict
d626dfd972cd0a7d,I have always eaten meat,My family eats meat regularly,support
d626dfd972cd0a7d,Meat eating is familiar to us,My family eats meat regularly,support
d626dfd972cd0a7d,I eat meat regularly,I enjoy crunchy fried chicken skin,support
d626dfd972cd0a7d,I eat meat regularly,Meat eating is familiar to us,support
d626dfd972cd0a7d,I eat meat regularly,I have always eaten meat,support
d626dfd972cd0a7d,I eat meat regularly,I like bacon on cheeseburgers,support
d626dfd972cd0a7d,I eat meat regularly,I feel addicted to eating meat,support
d626dfd972cd0a7d,I eat meat regularly,I love the taste of chicken,support
d626dfd972cd0a7d,I cannot stick to eating only salads,I eat meat regularly,support
d626dfd972cd0a7d,I feel addicted to eating meat,I have always eaten meat,support
7eefc6f2e7826814,I eat meat regularly,I include meat in most meals,support
7eefc6f2e7826814,I choose meat for protein,I include meat in most meals,support
7eefc6f2e7826814,I eat meat regularly,I use other proteins sometimes,conflict
7eefc6f2e7826814,I choose meat for protein,I use other proteins sometimes,conflict
7eefc6f2e7826814,I include meat in most meals,I use other proteins sometimes,conflict
44bb0706ca255d7e,I live alone,I use meat substitutes at home,support
44bb0706ca255d7e,I use meat substitutes at home,I visualize animals when eating meat,support
44bb0706ca255d7e,I still eat fish and sometimes chicken,I visualize animals when eating meat,support
44bb0706ca255d7e,Eating meat is a family tradition,Some family members hunt for food,support
44bb0706ca255d7e,I have cut back on some meat,I still eat fish and sometimes chicken,support
44bb0706ca255d7e,I have personal connections with farm animals,I visualize animals when eating meat,support
44bb0706ca255d7e,Eating meat is a family tradition,I have cut back on some meat,conflict
44bb0706ca255d7e,Eating meat is a family tradition,I use meat substitutes at home,conflict
44bb0706ca255d7e,I still eat fish and sometimes chicken,I use meat substitutes at home,conflict
8c30dfbb7ee2fbe8,I cook lean meat at home,I enjoy eating meat,support
8c30dfbb7ee2fbe8,I enjoy eating meat,I prefer ground sirloin,support
8c30dfbb7ee2fbe8,I avoid fatty meat at home,I enjoy eating meat,support
8c30dfbb7ee2fbe8,I enjoy eating meat,My family barbecues frequently,support
8c30dfbb7ee2fbe8,My family barbecues frequently,My nephew enjoys cooking steak,support
8c30dfbb7ee2fbe8,I cook lean meat at home,I prefer ground sirloin,support
8c30dfbb7ee2fbe8,I avoid fatty meat at home,I cook lean meat at home,support
8c30dfbb7ee2fbe8,I cook lean meat at home,My family barbecues frequently,support
8c30dfbb7ee2fbe8,I avoid fatty meat at home,My family barbecues frequently,support
8c30dfbb7ee2fbe8,I prefer ground sirloin,My family barbecues frequently,support
8c30dfbb7ee2fbe8,Financial cost affects meat choices,I eat fast food meat occasionally,conflict
8c30dfbb7ee2fbe8,Financial cost affects meat choices,I prefer ground sirloin,conflict
8c30dfbb7ee2fbe8,Financial cost affects meat choices,My family barbecues frequently,conflict
8c30dfbb7ee2fbe8,Financial cost affects meat choices,I enjoy eating meat,conflict
8c30dfbb7ee2fbe8,Financial cost affects meat choices,My nephew enjoys cooking steak,conflict
8c30dfbb7ee2fbe8,Financial cost affects meat choices,I cook lean meat at home,conflict
8c30dfbb7ee2fbe8,Financial cost affects meat choices,I avoid fatty meat at home,conflict
8c30dfbb7ee2fbe8,I avoid fatty meat at home,I eat fast food meat occasionally,conflict
8c30dfbb7ee2fbe8,I cook lean meat at home,I eat fast food meat occasionally,conflict
8c30dfbb7ee2fbe8,I eat fast food meat occasionally,I prefer ground sirloin,conflict
721f6be7c6c2c5e8,Meat eating is normal in my community,Meat tastes good,support
721f6be7c6c2c5e8,Meat is satisfying and filling,Meat tastes good,support
721f6be7c6c2c5e8,I eat meat every night for dinner,Meat is satisfying and filling,support
721f6be7c6c2c5e8,I eat meat every night for dinner,Meat tastes good,support
721f6be7c6c2c5e8,I eat meat every night for dinner,I need meat for protein,support
721f6be7c6c2c5e8,I need meat for protein,Meat tastes good,support
721f6be7c6c2c5e8,I believe meat is healthy,I need meat for protein,support
721f6be7c6c2c5e8,Eating meat is a habit among my friends,I believe meat is healthy,support
721f6be7c6c2c5e8,Eating meat is a habit among my friends,Meat eating is normal in my community,support
721f6be7c6c2c5e8,Eating meat is a habit among my friends,Everyone I know eats meat,support
721f6be7c6c2c5e8,I believe meat is healthy,I occasionally eat meat for lunch,support
721f6be7c6c2c5e8,I occasionally eat meat for lunch,Meat is satisfying and filling,support
721f6be7c6c2c5e8,I eat meat every night for dinner,I was raised on a ranch,support
b2db432aa5f7dbbc,Comfort food habits influence my social circle,My partner sometimes tries plant-based foods,support
b2db432aa5f7dbbc,I avoid eating red meat,I eat mostly plant-based food,support
b2db432aa5f7dbbc,I am concerned about animal welfare,I eat mostly plant-based food,support
b2db432aa5f7dbbc,I occasionally eat fish and yogurt,I want to lower my cholesterol,support
b2db432aa5f7dbbc,I am concerned about animal welfare,I am concerned about climate change,support
b2db432aa5f7dbbc,I avoid eating red meat,My partner sometimes tries plant-based foods,conflict
5f03a63347991312,I am concerned about my health,I eat more chicken and turkey,support
5f03a63347991312,I am concerned about my health,I eat red meat once a week,support
5f03a63347991312,"Friends share healthy, low-meat recipes",I am concerned about my health,support
5f03a63347991312,I am concerned about my health,I eat fish once a week,support
5f03a63347991312,I am concerned about my health,My doctor advises reducing red meat,support
5f03a63347991312,Group outings are seen as special occasions,Restaurants promote red meat as special,support
5f03a63347991312,I am concerned about my health,I stopped eating lunch meats during COVID,support
5f03a63347991312,Community members try to eat less red meat,I am concerned about my health,support
5f03a63347991312,I am concerned about my health,Restaurants promote red meat as special,conflict
971e17af6c60aec7,Good alternatives to red meat are limited,People I eat with must have meat at meals,support
971e17af6c60aec7,I eat meat regularly,People I eat with must have meat at meals,support
971e17af6c60aec7,I am concerned about environmental impact,I am concerned about health effects,support
971e17af6c60aec7,I am concerned about health effects,I try to limit red meat,support
971e17af6c60aec7,I try to limit red meat,Meat substitutes are accepted if taste is similar,support
971e17af6c60aec7,I am concerned about environmental impact,I try to limit red meat,support
971e17af6c60aec7,I am concerned about health effects,Meat substitutes are accepted if taste is similar,support
971e17af6c60aec7,I am concerned about environmental impact,Meat substitutes are accepted if taste is similar,support
971e17af6c60aec7,Good alternatives to red meat are limited,I eat meat regularly,support
971e17af6c60aec7,I am concerned about environmental impact,I eat meat regularly,conflict
971e17af6c60aec7,I am concerned about health effects,I eat meat regularly,conflict
971e17af6c60aec7,Good alternatives to red meat are limited,Meat substitutes are accepted if taste is similar,conflict
971e17af6c60aec7,I try to limit red meat,People I eat with must have meat at meals,conflict
971e17af6c60aec7,I am concerned about environmental impact,People I eat with must have meat at meals,conflict
971e17af6c60aec7,I am concerned about health effects,People I eat with must have meat at meals,conflict
971e17af6c60aec7,I eat meat regularly,I try to limit red meat,conflict
f7e046c06d20f5f6,I am aware of cattle industry environmental impact,I stopped eating red meat,support
f7e046c06d20f5f6,I stopped eating red meat,My wife eats less red meat,support
f7e046c06d20f5f6,I stopped eating red meat,Neighbors with heart issues eat less red meat,support
f7e046c06d20f5f6,I eat plenty of fish and vegetables,I require protein for athletic recovery,support
f7e046c06d20f5f6,I enjoy vegetarian dishes,I require protein for athletic recovery,support
f7e046c06d20f5f6,I require protein for athletic recovery,Mushrooms satisfy desire for meat,support
f7e046c06d20f5f6,I prefer cooking chicken and fish at home,I stopped eating red meat,support
f7e046c06d20f5f6,I am aware of cattle industry environmental impact,I grew up eating a lot of red meat,conflict
153e1235a7bc0b55,I avoid highly processed deli meats,I have health concerns about processed meat,support
153e1235a7bc0b55,I eat more vegetarian dishes than before,I want variety in my diet,support
153e1235a7bc0b55,I eat meat three times a week,I want variety in my diet,support
153e1235a7bc0b55,I eat meat three times a week,Meat is getting more expensive,conflict
153e1235a7bc0b55,Animals are treated badly in factory farms,I eat meat three times a week,conflict
b8a1d8c350a12933,I enjoy the flavor of meat,I feel addicted to meat taste,support
b8a1d8c350a12933,I remove meat pieces from food,I try to minimize meat consumption,support
b8a1d8c350a12933,Family eats healthier meat when possible,Other family members love the taste of meat,support
b8a1d8c350a12933,I am motivated by animal welfare,I enjoy the flavor of meat,conflict
b8a1d8c350a12933,My sister shares my low-meat motivation,Other family members love the taste of meat,conflict
b8a1d8c350a12933,I feel addicted to meat taste,I remove meat pieces from food,conflict
78497a8102898b56,I believe meat is good for you,I eat meat for lunch or dinner,support
78497a8102898b56,I eat meat for lunch or dinner,I love the taste of meat,support
78497a8102898b56,I believe meat is good for you,I eat meat 4-5 days a week,support
78497a8102898b56,I eat meat 4-5 days a week,I eat meat for lunch or dinner,support
78497a8102898b56,I crave meat sometimes,I love the taste of meat,support
78497a8102898b56,I believe meat is good for you,My family eats similar amounts of meat,support
78497a8102898b56,I crave meat sometimes,I eat meat for lunch or dinner,support
78497a8102898b56,I crave meat sometimes,I eat meat 4-5 days a week,support
78497a8102898b56,I consider my meat consumption average,I eat meat for lunch or dinner,support
78497a8102898b56,I consider my meat consumption average,I eat meat 4-5 days a week,support
78497a8102898b56,I crave meat sometimes,Meat affordability influences my choices,conflict
78497a8102898b56,I eat meat for lunch or dinner,Meat affordability influences my choices,conflict
78497a8102898b56,I eat meat 4-5 days a week,Meat affordability influences my choices,conflict
78497a8102898b56,I love the taste of meat,Meat affordability influences my choices,conflict
78497a8102898b56,I consider my meat consumption average,Meat affordability influences my choices,conflict
3a4931c85b6bb77d,I have high cholesterol,My doctor recommended cutting red meat,support
3a4931c85b6bb77d,I want to be healthier,My doctor recommended cutting red meat,support
3a4931c85b6bb77d,I have high cholesterol,I want to be healthier,support
3a4931c85b6bb77d,I have cut back on red meat,My doctor recommended cutting red meat,support
3a4931c85b6bb77d,I have cut back on red meat,I have lost weight after reducing meat,support
3a4931c85b6bb77d,I have cut back on red meat,I have high cholesterol,support
3a4931c85b6bb77d,I have cut back on red meat,I want to be healthier,support
3a4931c85b6bb77d,I grew up eating pork dishes,My doctor recommended cutting red meat,conflict
3a4931c85b6bb77d,My doctor recommended cutting red meat,My family eats pork and beef regularly,conflict
3a4931c85b6bb77d,I have cut back on red meat,My family eats pork and beef regularly,conflict
3a4931c85b6bb77d,I grew up eating pork dishes,I have cut back on red meat,conflict
fad13b189dc3f535,Eating with family increases my intake,Social gatherings involve eating good meats,support
fad13b189dc3f535,I think meat is delicious,Social gatherings involve eating good meats,support
fad13b189dc3f535,I eat protein every day,I think meat is delicious,support
fad13b189dc3f535,I am concerned about health,My mother is health conscious,support
fad13b189dc3f535,I love eating meat,I think meat is delicious,support
fad13b189dc3f535,I am concerned about health,My partner limits meat consumption,support
fad13b189dc3f535,I am concerned about animal lives,I am concerned about health,support
fad13b189dc3f535,I am concerned about animal lives,I think meat is delicious,conflict
fad13b189dc3f535,I am concerned about animal lives,I eat protein every day,conflict
fad13b189dc3f535,I am concerned about health,I eat protein every day,conflict
fad13b189dc3f535,I am concerned about animal lives,I love eating meat,conflict
fad13b189dc3f535,I am concerned about health,I love eating meat,conflict
fad13b189dc3f535,I am concerned about animal lives,Social gatherings involve eating good meats,conflict
fad13b189dc3f535,I am concerned about health,Social gatherings involve eating good meats,conflict
fad13b189dc3f535,Eating with family increases my intake,I am concerned about animal lives,conflict
df0d758a5477b83c,I enjoy eating meat,I feel sluggish without meat protein,support
df0d758a5477b83c,I eat meat five days a week,I enjoy eating meat,support
df0d758a5477b83c,I am Native American,My spirituality allows use of animal bodies,support
df0d758a5477b83c,I eat meat five days a week,I need protein in my diet,support
df0d758a5477b83c,I enjoy eating meat,I need protein in my diet,support
df0d758a5477b83c,I feel sluggish without meat protein,I need protein in my diet,support
df0d758a5477b83c,I need protein in my diet,My spirituality allows use of animal bodies,support
df0d758a5477b83c,I do not eat fish,I need protein in my diet,conflict
df0d758a5477b83c,I do not eat fish,I enjoy eating meat,conflict
1c2579f87fb55244,I believe meat provides essential nutrients,I have always eaten meat,support
1c2579f87fb55244,I believe meat provides essential nutrients,I enjoy the taste of meat,support
1c2579f87fb55244,I considered reducing meat for weight loss,I have always eaten meat,conflict
1c2579f87fb55244,I believe meat provides essential nutrients,I sometimes think about health risks of meat,conflict
9faec1665116d796,I feel better after eating lean meat,I want to hit protein goals,support
9faec1665116d796,I include meat with meals once daily,I intermittent fast,support
9faec1665116d796,I have ethical concerns about meat,My child is vegetarian for ethical reasons,support
9faec1665116d796,Good vegetarian options are limited in some countries,Vegetarian meals are more expensive locally,support
9faec1665116d796,I have ethical concerns about meat,I want to hit protein goals,conflict
9faec1665116d796,I have ethical concerns about meat,Vegetarian meals are more expensive locally,conflict
9faec1665116d796,Good vegetarian options are limited in some countries,I have ethical concerns about meat,conflict
fadf83bd9ea5f19b,I eat meat for iron,I eat wild meats,support
fadf83bd9ea5f19b,I eat meat for iron,I eat meat often,support
fadf83bd9ea5f19b,I eat meat often,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I eat wild meats,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I honor the animals sacrificed for food,I was raised in a hunting culture,support
fadf83bd9ea5f19b,I eat wild meats,People around me eat meat often,support
fadf83bd9ea5f19b,I was raised in a hunting culture,People around me eat meat often,support
fadf83bd9ea5f19b,I eat meat often,People around me eat meat often,support
fadf83bd9ea5f19b,I honor the animals sacrificed for food,I think about animal life,support
fadf83bd9ea5f19b,I am not big on meat flavor,I eat meat for iron,conflict
fadf83bd9ea5f19b,I am not big on meat flavor,I eat wild meats,conflict
fadf83bd9ea5f19b,I am not big on meat flavor,I eat meat often,conflict
fadf83bd9ea5f19b,I am not big on meat flavor,People around me eat meat often,conflict
fadf83bd9ea5f19b,I am not big on meat flavor,I honor the animals sacrificed for food,conflict
fadf83bd9ea5f19b,I am not big on meat flavor,I was raised in a hunting culture,conflict
fadf83bd9ea5f19b,I am not big on meat flavor,I think about animal life,conflict
fadf83bd9ea5f19b,I eat meat often,I honor the animals sacrificed for food,conflict
fadf83bd9ea5f19b,I honor the animals sacrificed for food,I was raised in a hunting culture,conflict
fadf83bd9ea5f19b,I honor the animals sacrificed for food,People around me eat meat often,conflict
fadf83bd9ea5f19b,I honor the animals sacrificed for food,I think about animal life,conflict
eaa866102ec57941,I eat meat multiple times a week,I need protein,support
eaa866102ec57941,A meal feels incomplete without meat,I eat meat multiple times a week,support
eaa866102ec57941,Friends and family eat meat regularly,I eat meat multiple times a week,support
eaa866102ec57941,Habit and tradition encourage meat-eating,I eat meat multiple times a week,support
eaa866102ec57941,Friends and family eat meat regularly,Habit and tradition encourage meat-eating,support
eaa866102ec57941,A meal feels incomplete without meat,Friends and family eat meat regularly,support
eaa866102ec57941,I considered environmental impact of meat,I eat meat multiple times a week,conflict
e2905065a183e73e,I switch to non-meat alternatives when available,I try to eat more sustainably,support
e2905065a183e73e,Easy availability of healthy meat alternatives matters,I try to eat more sustainably,support
e2905065a183e73e,I avoid buying beef at grocery stores,I try to eat more sustainably,support
e2905065a183e73e,I try to eat more sustainably,I worry plant meat substitutes are highly processed,conflict
e2905065a183e73e,I still eat meat at restaurants,I try to eat more sustainably,conflict
e2905065a183e73e,I still buy chicken when on sale,I try to eat more sustainably,conflict
e2905065a183e73e,Friends have restrictive diets or picky eating,I try to eat more sustainably,conflict
8a09978d91039693,I am vegetarian,I enjoy being a vegetarian,support
8a09978d91039693,I am vegetarian,I want to avoid killing animals,support
8a09978d91039693,I am vegetarian,I saw documentaries about animal ethics,support
8a09978d91039693,I used to eat a lot of meat,My parents are vegetarian,conflict
8a09978d91039693,I saw documentaries about animal ethics,I used to eat a lot of meat,conflict
7d752fefddfca23e,I was raised eating meat with every meal,My family and friends eat meat with every meal,support
7d752fefddfca23e,My family and friends eat meat with every meal,Tradition encourages me to eat meat,support
2bfe07abba85396f,I eat meat regularly,I was taught meat is part of life,support
2bfe07abba85396f,I believe meat keeps muscles healthy,I was taught meat is part of life,support
2bfe07abba85396f,I believe meat keeps muscles healthy,I eat meat to maintain healthy weight,support
2bfe07abba85396f,I eat meat to maintain healthy weight,People around me eat meat,support
2bfe07abba85396f,People around me eat meat,Trying new vegetable recipes excites me,support
2bfe07abba85396f,I feel socially isolated eating less meat,I feel tired eating less meat,conflict
2bfe07abba85396f,I feel socially isolated eating less meat,Rising meat prices affect my purchases,conflict
4c0618a1f49cf2e9,I eat wild game meats,My family hunts and fishes,support
4c0618a1f49cf2e9,Family and friends have similar diets,My family hunts and fishes,support
4c0618a1f49cf2e9,I try to avoid beef,I want to eat healthier,support
4c0618a1f49cf2e9,I am environmentally conscious,I try to avoid beef,support
4c0618a1f49cf2e9,"I eat chicken, turkey, and fish",I want to eat healthier,support
4c0618a1f49cf2e9,I am concerned about animal welfare,"I eat chicken, turkey, and fish",conflict
4c0618a1f49cf2e9,I am environmentally conscious,I try to avoid beef,conflict
4c0618a1f49cf2e9,I have health concerns,I want to eat healthier,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,I am curious about environmental impact,support
ed14bc3f70d6cec5,I am used to eating meat,I prepare meat-based meals for my family,support
ed14bc3f70d6cec5,I am used to eating meat,Most friends have similar meat-eating habits,support
ed14bc3f70d6cec5,I am used to eating meat,My family eats meat at every meal,support
ed14bc3f70d6cec5,I am used to eating meat,I eat meat at every meal,support
ed14bc3f70d6cec5,Environmental concerns make me sad,I prepare meat-based meals for my family,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,I am used to eating meat,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,I enjoy the taste of meat,conflict
ed14bc3f70d6cec5,Eating meat gives me energy,Environmental concerns make me sad,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,I get protein from meat,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,I eat meat at every meal,conflict
ed14bc3f70d6cec5,Environmental concerns make me sad,My family eats meat at every meal,conflict
9dbce82bce25d24e,I eat meat for protein,I eat red meat 3-4 times weekly,support
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,I eat red meat 3-4 times weekly,support
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,I enjoy the texture of meat,support
9dbce82bce25d24e,I enjoy the taste of meat,I enjoy the texture of meat,support
9dbce82bce25d24e,I enjoy pleasant meat aromas during cooking,I enjoy the taste of meat,support
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I eat turkey or chicken at other meals,conflict
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,I eat red meat 3-4 times weekly,conflict
9dbce82bce25d24e,I eat red meat 3-4 times weekly,I partake in vegan meals at family gatherings,conflict
c038519ac4670f62,I am motivated to eat healthier,My nephew is vegan,support
c038519ac4670f62,I am motivated to eat healthier,I have easy access to fresh vegetables,support
c038519ac4670f62,I am motivated to eat healthier,I prepare vegan meals for social occasions,support
c038519ac4670f62,I eat meat at least once daily,I was raised eating meat regularly,support
c038519ac4670f62,I enjoy the taste of meat,I was raised eating meat regularly,support
c038519ac4670f62,I enjoy the taste of meat,Meat-based meals are convenient for me,support
c038519ac4670f62,I eat meat at least once daily,Meat-based meals are convenient for me,support
c038519ac4670f62,I am motivated to eat healthier,I lack vegan recipes I like,conflict
c038519ac4670f62,I am motivated to eat healthier,I was raised eating meat regularly,conflict
c038519ac4670f62,I am motivated to eat healthier,I eat meat at least once daily,conflict
c038519ac4670f62,I am motivated to eat healthier,Meat-based meals are convenient for me,conflict
c038519ac4670f62,I am motivated to eat healthier,I enjoy the taste of meat,conflict
c038519ac4670f62,I was raised eating meat regularly,My nephew is vegan,conflict
c038519ac4670f62,Meat-based meals are convenient for me,My nephew is vegan,conflict
c038519ac4670f62,I enjoy the taste of meat,My nephew is vegan,conflict
c038519ac4670f62,I eat meat at least once daily,My nephew is vegan,conflict
6db699e0a33315d4,Eating too much meat is unhealthy,Processed meats are unhealthy,support
6db699e0a33315d4,I am used to eating meat,I eat meat most nights,support
6db699e0a33315d4,I am used to eating meat,My family eats meat most nights,support
6db699e0a33315d4,I eat what I crave,Meat is tasty to eat,support
6db699e0a33315d4,Eating too much meat is unhealthy,I watched documentaries about meat processing,support
6db699e0a33315d4,My family eats meat most nights,Processed meats are unhealthy,conflict
6db699e0a33315d4,Eating too much meat is unhealthy,I eat meat most nights,conflict
6db699e0a33315d4,I am used to eating meat,Processed meats are unhealthy,conflict
bb10b3e293fa7488,I feel moral unease about eating animals,I want to eliminate meat from my diet,support
bb10b3e293fa7488,I avoid eating intelligent animals,I eat beef occasionally,support
bb10b3e293fa7488,I avoid eating intelligent animals,I never eat pork,support
bb10b3e293fa7488,I avoid eating intelligent animals,I eat chicken a few times a week,support
bb10b3e293fa7488,Health reasons prevent total meat elimination,I share meat-eating habits with my partner,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,Health reasons prevent total meat elimination,support
bb10b3e293fa7488,Family reasons prevent total meat elimination,I share meat-eating habits with my partner,support
bb10b3e293fa7488,I am in favor of animal rights,I avoid eating intelligent animals,support
bb10b3e293fa7488,I eat beef occasionally,I feel moral unease about eating animals,conflict
bb10b3e293fa7488,I eat chicken a few times a week,I feel moral unease about eating animals,conflict
bb10b3e293fa7488,Family reasons prevent total meat elimination,I want to eliminate meat from my diet,conflict
bb10b3e293fa7488,Health reasons prevent total meat elimination,I want to eliminate meat from my diet,conflict
bb10b3e293fa7488,Family reasons prevent total meat elimination,Health reasons prevent total meat elimination,conflict
bb10b3e293fa7488,Family reasons prevent total meat elimination,I share meat-eating habits with my partner,conflict
7c0d0af95f8b1f08,I eat mainly chicken and poultry,We raise our own chickens,support
7c0d0af95f8b1f08,I am the main household cook,My household eats what I cook,support
7c0d0af95f8b1f08,I eat meat because it is filling,I eat meat daily,support
7c0d0af95f8b1f08,I eat mainly chicken and poultry,My household eats what I cook,support
7c0d0af95f8b1f08,I am the main household cook,I eat mainly chicken and poultry,support
7c0d0af95f8b1f08,I eat meat daily,We raise our own chickens,support
7c0d0af95f8b1f08,Cost influences my meat choices,I eat mainly chicken and poultry,support
7c0d0af95f8b1f08,Availability influences my meat choices,I eat mainly chicken and poultry,support
7c0d0af95f8b1f08,Availability influences my meat choices,We raise our own chickens,support
7c0d0af95f8b1f08,I eat meat daily,My household eats what I cook,support
7c0d0af95f8b1f08,I am the main household cook,I eat meat daily,support
7c0d0af95f8b1f08,Availability influences my meat choices,I eat meat daily,conflict
7c0d0af95f8b1f08,Cost influences my meat choices,I eat meat daily,conflict
ec02d5c2a65d3fd2,I avoid eating beef,I want to reduce environmental impact,support
ec02d5c2a65d3fd2,I avoid eating pork,I want to reduce environmental impact,support
ec02d5c2a65d3fd2,I eat only chicken and turkey,I want to reduce environmental impact,support
ec02d5c2a65d3fd2,I struggle getting enough protein vegetarian,I want to reduce environmental impact,conflict
ec02d5c2a65d3fd2,I focus on meat for protein,I want to reduce environmental impact,conflict
ec02d5c2a65d3fd2,Chicken is easier for social situations,I want to reduce environmental impact,conflict
54cc4241bdbfff9e,I am motivated by personal values,I avoid eating red meat,support
54cc4241bdbfff9e,I am motivated by health reasons,I avoid eating red meat,support
54cc4241bdbfff9e,I am motivated by health reasons,I am trying to reduce meat consumption,support
54cc4241bdbfff9e,I am trying to reduce meat consumption,My partner is also reducing meat consumption,support
54cc4241bdbfff9e,I am concerned about environmental impact,I am motivated by personal values,support
54cc4241bdbfff9e,I am trying to reduce meat consumption,I eat about five servings of meat a week,conflict
54cc4241bdbfff9e,I am motivated by health reasons,I eat about five servings of meat a week,conflict
54cc4241bdbfff9e,I avoid eating red meat,I eat about five servings of meat a week,conflict
54cc4241bdbfff9e,I am motivated by personal values,My partner is also reducing meat consumption,conflict
54cc4241bdbfff9e,I am concerned about environmental impact,I eat about five servings of meat a week,conflict
97773a8839d3f6fe,I consider ethics when eating meat,My household primarily eats chicken,support
97773a8839d3f6fe,I consider price when choosing meat,My household primarily eats chicken,support
97773a8839d3f6fe,I consider health when choosing meat,My household primarily eats chicken,support
97773a8839d3f6fe,I avoid eating beef and pork,My household primarily eats chicken,support
97773a8839d3f6fe,I consider environmental impact of meat,My household primarily eats chicken,support
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,My household primarily eats chicken,support
97773a8839d3f6fe,I consider animal intelligence,My household primarily eats chicken,support
97773a8839d3f6fe,Documentaries influence my views on meat,My household primarily eats chicken,support
97773a8839d3f6fe,I consider ethics when eating meat,I primarily eat chicken,support
97773a8839d3f6fe,I consider price when choosing meat,I primarily eat chicken,support
97773a8839d3f6fe,I consider environmental impact of meat,I primarily eat chicken,support
97773a8839d3f6fe,Documentaries influence my views on meat,I primarily eat chicken,support
97773a8839d3f6fe,I consider animal intelligence,I primarily eat chicken,support
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,I primarily eat chicken,support
97773a8839d3f6fe,I consider health when choosing meat,I primarily eat chicken,support
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,I consider animal intelligence,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider environmental impact of meat,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider animal intelligence,support
97773a8839d3f6fe,Documentaries influence my views on meat,I avoid eating beef and pork,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider ethics when eating meat,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider price when choosing meat,support
97773a8839d3f6fe,I avoid eating beef and pork,I consider health when choosing meat,support
97773a8839d3f6fe,I consider environmental impact of meat,I primarily eat chicken,conflict
97773a8839d3f6fe,I consider animal intelligence,I primarily eat chicken,conflict
97773a8839d3f6fe,I consider ethics when eating meat,I primarily eat chicken,conflict
ac2d736537b2aa39,I like the taste of meat,I want to get protein from meat,support
ac2d736537b2aa39,I like the texture of meat,I want to get protein from meat,support
ac2d736537b2aa39,I eat chicken most often,I want to get protein from meat,support
ac2d736537b2aa39,I want to get protein from meat,My family has always eaten meat,support
ac2d736537b2aa39,I approve eating animals if not cruel,I want to get protein from meat,support
ac2d736537b2aa39,I eat meat regularly,I want to get protein from meat,support
