key,stance_1,stance_2,llm
0d3cc90a72fbaf72,Meat is easy to prepare,My family regularly eats meat,support
0d3cc90a72fbaf72,Meat is versatile for meals,My family regularly eats meat,support
9faec1665116d796,Good vegetarian options are limited,I aim to meet protein goals,conflict
9faec1665116d796,Good vegetarian options are limited,I would like to be vegetarian,conflict
9faec1665116d796,I aim to meet protein goals,I eat meat a few times a week,support
9faec1665116d796,I aim to meet protein goals,I would like to be vegetarian,conflict
9faec1665116d796,I aim to meet protein goals,I am morally and ethically conflicted,conflict
9faec1665116d796,I am morally and ethically conflicted,I eat meat a few times a week,conflict
9faec1665116d796,I am morally and ethically conflicted,I would like to be vegetarian,support
9faec1665116d796,I eat meat a few times a week,I would like to be vegetarian,conflict
9faec1665116d796,I would like to be vegetarian,My eldest is a vegetarian,support
fabbe87caf2e1c00,I am concerned about environmental impact,I cut back on red meat,support
fabbe87caf2e1c00,I care about animal rights,I cut back on red meat,support
fabbe87caf2e1c00,I cut back on red meat,I have health concerns about red meat,support
fabbe87caf2e1c00,I cut back on red meat,"I eat beef, lamb, pork weekly",conflict
fabbe87caf2e1c00,I cut back on red meat,I eat fish and chicken,support
fabbe87caf2e1c00,I care about animal rights,I eat fish and chicken,conflict
fabbe87caf2e1c00,I eat fish and chicken,I have health concerns about red meat,support
fabbe87caf2e1c00,I cut back on red meat,Many social contacts are vegetarian,support
fabbe87caf2e1c00,I cut back on red meat,Social contacts are concerned about animal rights,support
fabbe87caf2e1c00,I cut back on red meat,Social contacts are concerned about environment,support
fabbe87caf2e1c00,I cut back on red meat,Social contacts are concerned about health,support
fabbe87caf2e1c00,Many social contacts are vegetarian,Social contacts are concerned about animal rights,support
fabbe87caf2e1c00,Many social contacts are vegetarian,Social contacts are concerned about environment,support
fabbe87caf2e1c00,Many social contacts are vegetarian,Social contacts are concerned about health,support
fabbe87caf2e1c00,I am concerned about environmental impact,Social contacts are concerned about environment,support
fabbe87caf2e1c00,I have health concerns about red meat,Social contacts are concerned about health,support
fabbe87caf2e1c00,I care about animal rights,Social contacts are concerned about animal rights,support
2e7d088561cde19d,Chicken is good for me,I am happy with the chicken I eat,support
2e7d088561cde19d,Chicken is good for me,I mostly eat chicken,support
2e7d088561cde19d,Chicken is good for me,I enjoy chicken's versatility and flavors,support
2e7d088561cde19d,I am happy with the chicken I eat,I mostly eat chicken,support
2e7d088561cde19d,I am happy with the chicken I eat,I enjoy chicken's versatility and flavors,support
2e7d088561cde19d,I am happy with the chicken I eat,Non-meat options are not reasonably priced,support
2e7d088561cde19d,I eat meat regularly,I mostly eat chicken,support
2e7d088561cde19d,I eat meat regularly,Most close contacts also eat meat,support
2e7d088561cde19d,I eat meat regularly,Non-meat options are not reasonably priced,support
2e7d088561cde19d,I am happy with the chicken I eat,I eat meat regularly,support
2e7d088561cde19d,Chicken is good for me,I eat meat regularly,support
2e7d088561cde19d,I enjoy chicken's versatility and flavors,I mostly eat chicken,support
2e7d088561cde19d,I mostly eat chicken,Non-meat options are not reasonably priced,support
2e7d088561cde19d,I mostly eat chicken,Most close contacts also eat meat,support
df3aa70f59b84ff1,I am a vegan,I avoid eating animal products,support
df3aa70f59b84ff1,I am a vegan,I love animals,support
df3aa70f59b84ff1,I am a vegan,I want to maintain good health,support
df3aa70f59b84ff1,I am a vegan,My family supports my vegan lifestyle,support
df3aa70f59b84ff1,I avoid eating animal products,I love animals,support
df3aa70f59b84ff1,I avoid eating animal products,I want to maintain good health,support
df3aa70f59b84ff1,I love animals,I want to maintain good health,support
df3aa70f59b84ff1,I am a vegan,Meat-eating is a long-standing habit for others,conflict
df3aa70f59b84ff1,I avoid eating animal products,Meat-eating is a long-standing habit for others,conflict
337e9146d26fc3eb,I am concerned about kidney health,I am eating less beef and pork,support
337e9146d26fc3eb,I aim for a healthier diet,I am concerned about kidney health,support
337e9146d26fc3eb,I am concerned about kidney health,I prefer lean meats like chicken,support
337e9146d26fc3eb,I am concerned about kidney health,I want to lose weight,support
337e9146d26fc3eb,I aim for a healthier diet,I am eating less beef and pork,support
337e9146d26fc3eb,I am eating less beef and pork,I have high blood pressure,support
337e9146d26fc3eb,I am eating less beef and pork,I have seen excellent results reducing meat,support
337e9146d26fc3eb,I am eating less beef and pork,I prefer lean meats like chicken,support
337e9146d26fc3eb,I am eating less beef and pork,I want to lose weight,support
337e9146d26fc3eb,I aim for a healthier diet,I have seen excellent results reducing meat,support
337e9146d26fc3eb,I aim for a healthier diet,I prefer lean meats like chicken,support
337e9146d26fc3eb,I aim for a healthier diet,I want to lose weight,support
337e9146d26fc3eb,I aim for a healthier diet,I have high blood pressure,support
337e9146d26fc3eb,I have high blood pressure,I prefer lean meats like chicken,support
337e9146d26fc3eb,I have high blood pressure,I want to lose weight,support
337e9146d26fc3eb,I have seen excellent results reducing meat,I prefer lean meats like chicken,support
337e9146d26fc3eb,I have seen excellent results reducing meat,I want to lose weight,support
337e9146d26fc3eb,I prefer lean meats like chicken,I want to lose weight,support
337e9146d26fc3eb,I have high blood pressure,I have seen excellent results reducing meat,support
337e9146d26fc3eb,My family eats whatever I cook,My family values eating in moderation,support
c0ac91fae56c6ec3,I avoid greasy foods,I choose lean cuts of beef,support
c0ac91fae56c6ec3,I avoid greasy foods,I eat chicken and turkey often,support
c0ac91fae56c6ec3,I avoid greasy foods,I enjoy vegetable-based meals,support
c0ac91fae56c6ec3,I avoid greasy foods,I want to avoid saturated fat,support
c0ac91fae56c6ec3,I eat chicken and turkey often,I want to avoid saturated fat,support
c0ac91fae56c6ec3,I choose lean cuts of beef,I want to avoid saturated fat,support
c0ac91fae56c6ec3,I eat chicken and turkey often,Weight Watchers favors chicken and turkey,support
c0ac91fae56c6ec3,I eat some kind of meat daily,I enjoy vegetable-based meals,conflict
c0ac91fae56c6ec3,I enjoy vegetable-based meals,I find vegetable dishes hard to cook for one,conflict
c0ac91fae56c6ec3,I find vegetable dishes hard to cook for one,My husband dislikes vegetable dishes,support
c0ac91fae56c6ec3,I choose lean cuts of beef,My husband's heart surgery affected me,support
c0ac91fae56c6ec3,I want to avoid saturated fat,My husband's heart surgery affected me,support
c0ac91fae56c6ec3,I eat chicken and turkey often,I eat some kind of meat daily,support
aa0f860caa6662ef,I believe meat is important for health,I try to eat meat every day,support
aa0f860caa6662ef,I believe meat is important for health,I want to get enough protein,support
aa0f860caa6662ef,I believe meat is important for health,I have read articles supporting meat consumption,support
aa0f860caa6662ef,I have read articles supporting meat consumption,I try to eat meat every day,support
aa0f860caa6662ef,I have read articles supporting meat consumption,I want to get enough protein,support
aa0f860caa6662ef,I try to eat meat every day,I want to get enough protein,support
aa0f860caa6662ef,I try to eat meat every day,I try to eat more lean meats,support
aa0f860caa6662ef,I believe meat is important for health,I try to eat more lean meats,support
aa0f860caa6662ef,I try to eat more lean meats,I want to get enough protein,support
aa0f860caa6662ef,I try to eat meat every day,Most people I know enjoy eating meat,support
98326b74d660f5fd,I avoid eating veal,I compartmentalize ethical concerns when eating meat,support
98326b74d660f5fd,I avoid eating veal,I feel guilt about animals suffering,support
98326b74d660f5fd,I avoid eating veal,I have empathy for animals,support
98326b74d660f5fd,I compartmentalize ethical concerns when eating meat,I feel guilt about animals suffering,conflict
98326b74d660f5fd,I compartmentalize ethical concerns when eating meat,I have empathy for animals,conflict
98326b74d660f5fd,I eat meat if I crave it,I enjoy familiar comforting foods,support
98326b74d660f5fd,I compartmentalize ethical concerns when eating meat,I eat meat if I crave it,support
98326b74d660f5fd,I eat meat if I crave it,I feel guilt about animals suffering,conflict
98326b74d660f5fd,I eat meat if I crave it,I have empathy for animals,conflict
98326b74d660f5fd,I compartmentalize ethical concerns when eating meat,I enjoy familiar comforting foods,support
98326b74d660f5fd,I enjoy familiar comforting foods,I feel guilt about animals suffering,conflict
98326b74d660f5fd,I enjoy familiar comforting foods,I have empathy for animals,conflict
98326b74d660f5fd,I feel guilt about animals suffering,I have empathy for animals,support
7142ee58205c21de,I am concerned about environmental impact,I am motivated by health reasons,support
7142ee58205c21de,I am concerned about environmental impact,I include more plant-based meals,support
7142ee58205c21de,I am concerned about environmental impact,We include more plant-based dishes at gatherings,support
7142ee58205c21de,I am concerned about environmental impact,Social contacts are motivated by environmental concerns,support
7142ee58205c21de,I am motivated by health reasons,I include more plant-based meals,support
7142ee58205c21de,I am motivated by health reasons,We include more plant-based dishes at gatherings,support
7142ee58205c21de,I am motivated by health reasons,Social contacts are motivated by health,support
7142ee58205c21de,I eat meat a few times a week,I include more plant-based meals,support
7142ee58205c21de,I include more plant-based meals,We include more plant-based dishes at gatherings,support
7142ee58205c21de,I include more plant-based meals,Social contacts are eating less meat,support
7142ee58205c21de,I include more plant-based meals,Social contacts are influenced by animal welfare,support
7142ee58205c21de,I include more plant-based meals,Social contacts are motivated by environmental concerns,support
7142ee58205c21de,I include more plant-based meals,Social contacts are motivated by health,support
7142ee58205c21de,Social contacts are eating less meat,We include more plant-based dishes at gatherings,support
7142ee58205c21de,Social contacts are eating less meat,Social contacts are influenced by animal welfare,support
7142ee58205c21de,Social contacts are eating less meat,Social contacts are motivated by environmental concerns,support
7142ee58205c21de,Social contacts are eating less meat,Social contacts are motivated by health,support
7142ee58205c21de,Social contacts are influenced by animal welfare,We include more plant-based dishes at gatherings,support
7142ee58205c21de,Social contacts are motivated by environmental concerns,We include more plant-based dishes at gatherings,support
7142ee58205c21de,Social contacts are motivated by health,We include more plant-based dishes at gatherings,support
8b73e21092f24bd1,I eat meat at least twice daily,I enjoy eating different kinds of meat,support
8b73e21092f24bd1,I eat meat at least twice daily,I like the taste of meat,support
8b73e21092f24bd1,I eat meat at least twice daily,Meat fills me up,support
8b73e21092f24bd1,I eat meat at least twice daily,Meat is high in protein,support
8b73e21092f24bd1,I enjoy eating different kinds of meat,I like the taste of meat,support
8b73e21092f24bd1,I enjoy eating different kinds of meat,Meat fills me up,support
8b73e21092f24bd1,I enjoy eating different kinds of meat,Meat is high in protein,support
8b73e21092f24bd1,I have diabetes concerns,I tried to avoid meat for diabetes,support
8b73e21092f24bd1,I have diabetes concerns,It is difficult for me to avoid meat,support
8b73e21092f24bd1,I like the taste of meat,It is difficult for me to avoid meat,support
8b73e21092f24bd1,I eat meat at least twice daily,It is difficult for me to avoid meat,support
8b73e21092f24bd1,I tried to avoid meat for diabetes,It is difficult for me to avoid meat,support
8b73e21092f24bd1,Eating meat is a family tradition,My family eats meat with me,support
8b73e21092f24bd1,Eating meat is a family tradition,I eat meat at least twice daily,support
8b73e21092f24bd1,I eat meat at least twice daily,My family eats meat with me,support
8b73e21092f24bd1,Eating meat is a family tradition,I enjoy eating different kinds of meat,support
8b73e21092f24bd1,Eating meat is a family tradition,It is difficult for me to avoid meat,support
8b73e21092f24bd1,I eat meat at least twice daily,I have diabetes concerns,conflict
8b73e21092f24bd1,I have diabetes concerns,I like the taste of meat,conflict
8b73e21092f24bd1,I have diabetes concerns,Meat fills me up,conflict
8b73e21092f24bd1,Eating meat is a family tradition,I have diabetes concerns,conflict
8b73e21092f24bd1,Eating meat is a family tradition,I tried to avoid meat for diabetes,conflict
ab0d4cea5548f80a,I considered reducing meat after health issues,I eat meat four or five times a week,conflict
ab0d4cea5548f80a,I considered reducing meat after health issues,I like to eat meat,conflict
ab0d4cea5548f80a,I considered reducing meat after health issues,I worry meat fat affected my health,support
ab0d4cea5548f80a,I eat meat four or five times a week,I like to eat meat,support
ab0d4cea5548f80a,I eat meat four or five times a week,I usually eat meat at dinner,support
ab0d4cea5548f80a,I like to eat meat,I usually eat meat at dinner,support
ab0d4cea5548f80a,I like to eat meat,I was raised eating meat with most meals,support
ab0d4cea5548f80a,I like to eat meat,My family and friends usually eat meat,support
ab0d4cea5548f80a,I usually eat meat at dinner,I was raised eating meat with most meals,support
ab0d4cea5548f80a,I was raised eating meat with most meals,My family and friends usually eat meat,support
ab0d4cea5548f80a,I like to eat meat,Sometimes I make meals with just vegetables,conflict
ab0d4cea5548f80a,I was raised eating meat with most meals,Sometimes I make meals with just vegetables,conflict
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",I enjoy the taste of meat,support
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",I prefer cheap meats,support
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",I prefer low-fat meats,support
61766c21a780a6d9,"I eat ground turkey, chicken, and catfish",I value filling foods,support
61766c21a780a6d9,I enjoy the taste of meat,I prefer low-fat meats,support
61766c21a780a6d9,I enjoy the taste of meat,I prefer cheap meats,support
61766c21a780a6d9,I enjoy the taste of meat,I value filling foods,support
61766c21a780a6d9,I prefer cheap meats,I value filling foods,support
61766c21a780a6d9,I prefer low-fat meats,I value filling foods,support
61766c21a780a6d9,I enjoy the taste of meat,My family eats various meats,support
61766c21a780a6d9,My family eats various meats,Social contacts value taste in meat,support
3307a1b25ba01794,I am flexible with my food choices,I am not pressured by others' habits,support
3307a1b25ba01794,I am flexible with my food choices,I seek balance in my meals,support
3307a1b25ba01794,I am flexible with my food choices,I sometimes eat plant-based meals,support
3307a1b25ba01794,I am flexible with my food choices,I eat meat in moderation,support
3307a1b25ba01794,I am flexible with my food choices,I want variety in my meals,support
3307a1b25ba01794,I am flexible with my food choices,Social contacts have different eating habits,support
3307a1b25ba01794,I am not pressured by others' habits,Social contacts have different eating habits,support
3307a1b25ba01794,I choose familiar meats like chicken or fish,Meat is easy to prepare,support
3307a1b25ba01794,I choose familiar meats like chicken or fish,I eat meat in moderation,support
3307a1b25ba01794,I choose familiar meats like chicken or fish,I seek balance in my meals,support
3307a1b25ba01794,I eat meat in moderation,I seek balance in my meals,support
3307a1b25ba01794,I eat meat in moderation,I sometimes eat plant-based meals,support
3307a1b25ba01794,I eat meat in moderation,I want variety in my meals,support
3307a1b25ba01794,I seek balance in my meals,I sometimes eat plant-based meals,support
3307a1b25ba01794,I seek balance in my meals,I want variety in my meals,support
3307a1b25ba01794,I seek balance in my meals,Social contacts have different eating habits,support
3307a1b25ba01794,I sometimes eat plant-based meals,I want variety in my meals,support
3307a1b25ba01794,I sometimes eat plant-based meals,Social contacts have different eating habits,support
3307a1b25ba01794,I want variety in my meals,Social contacts have different eating habits,support
3307a1b25ba01794,Social contacts have different eating habits,Some social contacts eat meat for protein,support
5ed80b15ba44099f,Eating meat is a family habit,I eat what my family makes for dinner,support
5ed80b15ba44099f,Eating meat is a family habit,I eat whatever meat is available,support
5ed80b15ba44099f,Eating meat is a family habit,Meat tastes good to me,support
5ed80b15ba44099f,Eating meat is a family habit,My friends and family eat meat,support
5ed80b15ba44099f,Eating meat is a family habit,Getting protein from meat is easy,support
5ed80b15ba44099f,I eat what my family makes for dinner,I eat whatever meat is available,support
5ed80b15ba44099f,I eat what my family makes for dinner,Meat tastes good to me,support
5ed80b15ba44099f,I eat what my family makes for dinner,My friends and family eat meat,support
5ed80b15ba44099f,Getting protein from meat is easy,I eat what my family makes for dinner,support
5ed80b15ba44099f,I eat what my family makes for dinner,Meat tastes good to me,support
5ed80b15ba44099f,I eat what my family makes for dinner,My friends and family eat meat,support
5ed80b15ba44099f,I eat whatever meat is available,Meat tastes good to me,support
5ed80b15ba44099f,Getting protein from meat is easy,I eat whatever meat is available,support
5ed80b15ba44099f,I eat whatever meat is available,My friends and family eat meat,support
5ed80b15ba44099f,Getting protein from meat is easy,Meat tastes good to me,support
5ed80b15ba44099f,Meat tastes good to me,My friends and family eat meat,support
5ed80b15ba44099f,Getting protein from meat is easy,My friends and family eat meat,support
37899912f4a5a971,I crave meat occasionally,I eat meat every three months,support
37899912f4a5a971,I crave meat occasionally,I prefer homemade hamburgers,support
37899912f4a5a971,I eat meat every three months,I prefer homemade hamburgers,support
37899912f4a5a971,Red meat is bad for health,Red meat makes you gain weight,support
37899912f4a5a971,I eat meat every three months,Red meat is bad for health,support
37899912f4a5a971,I eat meat every three months,Red meat makes you gain weight,support
37899912f4a5a971,I crave meat occasionally,Red meat is bad for health,conflict
f98f0b882797728b,I eat less red meat,I eat more chicken and fish,support
f98f0b882797728b,I eat less red meat,I have health concerns,support
f98f0b882797728b,I eat less red meat,I steam meat to eat healthier,support
f98f0b882797728b,I eat more chicken and fish,I have health concerns,support
f98f0b882797728b,I eat more chicken and fish,I steam meat to eat healthier,support
f98f0b882797728b,I have health concerns,I steam meat to eat healthier,support
f98f0b882797728b,I believe eating meat is natural,Meat is a source of protein,support
f98f0b882797728b,Friends value meat for protein,Meat is a source of protein,support
f98f0b882797728b,Friends value meat for protein,I believe eating meat is natural,support
f98f0b882797728b,I believe eating meat is natural,I have health concerns,conflict
95ad60153e77940d,Childhood habits influence my meat eating,I grew up eating meat regularly,support
95ad60153e77940d,Childhood habits influence my meat eating,I prefer the taste of meat,support
95ad60153e77940d,Childhood habits influence my meat eating,I choose meat for convenience,support
95ad60153e77940d,Childhood habits influence my meat eating,My social circle mostly eats meat,support
95ad60153e77940d,Health issues caused me to consider reducing meat,I eat more chicken and turkey at home,support
95ad60153e77940d,Health issues caused me to consider reducing meat,I grew up eating meat regularly,conflict
95ad60153e77940d,Health issues caused me to consider reducing meat,I prefer the taste of meat,conflict
95ad60153e77940d,Health issues caused me to consider reducing meat,I choose meat for convenience,conflict
95ad60153e77940d,Health issues caused me to consider reducing meat,My wife's dietary needs limit meat at home,support
95ad60153e77940d,Health issues caused me to consider reducing meat,My wife eats a partial vegetarian diet,support
95ad60153e77940d,Health issues caused me to consider reducing meat,I consider cost when choosing foods,conflict
95ad60153e77940d,I choose meat for convenience,I prefer the taste of meat,support
95ad60153e77940d,I choose meat for convenience,My social circle mostly eats meat,support
95ad60153e77940d,I grew up eating meat regularly,I prefer the taste of meat,support
95ad60153e77940d,I grew up eating meat regularly,My social circle mostly eats meat,support
95ad60153e77940d,I grew up eating meat regularly,My wife eats a partial vegetarian diet,conflict
95ad60153e77940d,I eat more chicken and turkey at home,My wife's dietary needs limit meat at home,support
95ad60153e77940d,I eat more chicken and turkey at home,My wife eats a partial vegetarian diet,support
95ad60153e77940d,I consider cost when choosing foods,I eat more chicken and turkey at home,support
95ad60153e77940d,I prefer the taste of meat,My social circle mostly eats meat,support
95ad60153e77940d,I prefer the taste of meat,My wife eats a partial vegetarian diet,conflict
95ad60153e77940d,I prefer the taste of meat,My wife's dietary needs limit meat at home,conflict
95ad60153e77940d,I choose meat for convenience,I consider cost when choosing foods,support
95ad60153e77940d,I consider cost when choosing foods,My wife eats a partial vegetarian diet,conflict
95ad60153e77940d,My social circle mostly eats meat,My wife's dietary needs limit meat at home,conflict
95ad60153e77940d,My wife eats a partial vegetarian diet,My wife's dietary needs limit meat at home,support
cde5af9c10e5d7af,Eating less meat is hard in this economy,I am trying to eat more tofu,conflict
cde5af9c10e5d7af,Eating less meat is hard in this economy,I care about animals,conflict
cde5af9c10e5d7af,I am trying to eat more tofu,I care about animals,support
cde5af9c10e5d7af,I am trying to eat more tofu,I eat chicken regularly,conflict
cde5af9c10e5d7af,I am trying to eat more tofu,I eat fish sometimes,conflict
cde5af9c10e5d7af,I care about animals,I eat chicken regularly,conflict
cde5af9c10e5d7af,I care about animals,I eat fish sometimes,conflict
cde5af9c10e5d7af,My family eats a lot of meat,My family eats chicken and pork,support
cde5af9c10e5d7af,My family eats a lot of meat,My family says meat tastes good,support
cde5af9c10e5d7af,I care about animals,My family eats a lot of meat,conflict
cde5af9c10e5d7af,I care about animals,My family says meat tastes good,conflict
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I choose meat from trusted local sources,support
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I grew up on a farm,support
8bcf4a8ef4be7cba,I avoid factory-farmed meat,I try to eat meat in moderation,support
8bcf4a8ef4be7cba,I choose meat from trusted local sources,I grew up on a farm,support
8bcf4a8ef4be7cba,I choose meat from trusted local sources,I try to eat meat in moderation,support
8bcf4a8ef4be7cba,I feel unwell after eating too much red meat,I try to eat meat in moderation,support
8bcf4a8ef4be7cba,I feel unwell after eating too much red meat,I like eating meat,conflict
8bcf4a8ef4be7cba,I grew up on a farm,I like eating meat,support
8bcf4a8ef4be7cba,I grew up on a farm,I try to eat meat in moderation,support
8bcf4a8ef4be7cba,I like eating meat,I try to eat meat in moderation,conflict
8bcf4a8ef4be7cba,I like eating meat,My wife also eats meat in moderation,support
8bcf4a8ef4be7cba,I try to eat meat in moderation,My wife also eats meat in moderation,support
5c9113c3b7df8e3e,Cheese causes digestive issues for me,I want to get enough protein,support
5c9113c3b7df8e3e,Extra fat is not good for my liver,I am concerned about too much fat,support
5c9113c3b7df8e3e,Extra fat is not good for my liver,I plan to cut fatty meats,support
5c9113c3b7df8e3e,I am concerned about too much fat,I plan to cut fatty meats,support
5c9113c3b7df8e3e,I dislike yogurt,I want to get enough protein,support
5c9113c3b7df8e3e,I eat meat with most dinners,I want to get enough protein,support
5c9113c3b7df8e3e,I want to get enough protein,My husband dislikes veggie burgers,support
5c9113c3b7df8e3e,I want to get enough protein,Protein consciousness is common in my community,support
dad40041f6cb7ef4,I do not buy ground beef,I use vegetable substitutes,support
dad40041f6cb7ef4,I do not buy ground beef,I want to remain healthy,support
dad40041f6cb7ef4,I do not buy ground beef,Veggie substitutes are easy to buy,support
dad40041f6cb7ef4,I use vegetable substitutes,Veggie substitutes are easy to buy,support
dad40041f6cb7ef4,I use vegetable substitutes,I want to remain healthy,support
dad40041f6cb7ef4,I eat pork sausage daily,I want to remain healthy,conflict
dad40041f6cb7ef4,I eat pork sausage daily,I use vegetable substitutes,conflict
dad40041f6cb7ef4,I eat chicken and fish,I use vegetable substitutes,conflict
086ecf273585a9a4,I eat meat five to six days weekly,I have limited refrigerator space,support
086ecf273585a9a4,I eat meat five to six days weekly,I lack storage for fresh vegetables,support
086ecf273585a9a4,I eat meat five to six days weekly,I purchase meat because it is easy to freeze,support
086ecf273585a9a4,I eat meat five to six days weekly,I want to try more plant-based recipes,conflict
086ecf273585a9a4,I feel better eating less meat,I want to try more plant-based recipes,support
086ecf273585a9a4,I have limited refrigerator space,I lack storage for fresh vegetables,support
086ecf273585a9a4,I have limited refrigerator space,I purchase meat because it is easy to freeze,support
086ecf273585a9a4,I have limited refrigerator space,I want to try more plant-based recipes,conflict
086ecf273585a9a4,I lack storage for fresh vegetables,I want to try more plant-based recipes,conflict
086ecf273585a9a4,I purchase meat because it is easy to freeze,I want to try more plant-based recipes,conflict
086ecf273585a9a4,I have a large freezer,I purchase meat because it is easy to freeze,support
086ecf273585a9a4,I eat meat five to six days weekly,I have a large freezer,support
086ecf273585a9a4,I have a large freezer,I have limited refrigerator space,support
086ecf273585a9a4,I experience environmental concerns,I want to try more plant-based recipes,support
086ecf273585a9a4,I experience health concerns,I feel better eating less meat,support
086ecf273585a9a4,I experience health concerns,I want to try more plant-based recipes,support
086ecf273585a9a4,I eat meat five to six days weekly,I experience environmental concerns,conflict
086ecf273585a9a4,I eat meat five to six days weekly,I experience health concerns,conflict
086ecf273585a9a4,Friends and family do not influence my eating,I eat meat five to six days weekly,support
086ecf273585a9a4,Friends and family do not influence my eating,I want to try more plant-based recipes,support
e4829fb39326588e,Food is a central family event,I grew up eating meat daily,support
e4829fb39326588e,Food is a central family event,I enjoy eating meat,support
e4829fb39326588e,Food is a central family event,My family eats meat all the time,support
e4829fb39326588e,I eat meat every day,I grew up eating meat daily,support
e4829fb39326588e,I eat meat every day,I enjoy eating meat,support
e4829fb39326588e,I eat meat every day,My family eats meat all the time,support
e4829fb39326588e,I grew up eating meat daily,My family eats meat all the time,support
e4829fb39326588e,I am aware of animal welfare concerns,I eat meat every day,conflict
e4829fb39326588e,I am aware of animal welfare concerns,I enjoy eating meat,conflict
e4829fb39326588e,I am aware of animal welfare concerns,I grew up eating meat daily,conflict
e4829fb39326588e,I am aware of animal welfare concerns,My family eats meat all the time,conflict
e4829fb39326588e,Food is a central family event,I am aware of animal welfare concerns,conflict
e4829fb39326588e,I am aware of climate change issues,I eat meat every day,conflict
e4829fb39326588e,I am aware of climate change issues,I grew up eating meat daily,conflict
e4829fb39326588e,I am aware of climate change issues,My family eats meat all the time,conflict
e4829fb39326588e,I am aware of climate change issues,I enjoy eating meat,conflict
f003c96b131253d6,A family member only eats white meat,Family medical history discourages red meat,support
f003c96b131253d6,A family member only eats white meat,I mostly cook white meat for the family,support
f003c96b131253d6,Family medical history discourages red meat,I mostly cook white meat for the family,support
f003c96b131253d6,I am not picky with food,I eat a balanced diet including meat,support
f003c96b131253d6,I eat a balanced diet including meat,I eat meat three days a week,support
f003c96b131253d6,I eat a balanced diet including meat,I mostly cook white meat for the family,support
3715bc392d7a07ee,Husband considered eating less meat,I eat all kinds of meat,conflict
3715bc392d7a07ee,Husband considered eating less meat,My family and friends eat meat,conflict
3715bc392d7a07ee,Husband considered eating less meat,Social contacts were taught to eat meat,conflict
3715bc392d7a07ee,I eat all kinds of meat,I was raised eating meat,support
3715bc392d7a07ee,I eat all kinds of meat,My family and friends eat meat,support
3715bc392d7a07ee,I eat all kinds of meat,Social contacts were taught to eat meat,support
3715bc392d7a07ee,I was raised eating meat,My family and friends eat meat,support
3715bc392d7a07ee,I was raised eating meat,Social contacts were taught to eat meat,support
3715bc392d7a07ee,My family and friends eat meat,Social contacts were taught to eat meat,support
649f1789cf99857f,Family advises me to avoid pork,Family members avoid pork,support
649f1789cf99857f,Family advises me to avoid pork,I am considering cutting pork out,support
649f1789cf99857f,Family members avoid pork,I am considering cutting pork out,support
649f1789cf99857f,I am currently obsessed with meat,I eat meat every single day,support
649f1789cf99857f,I am currently obsessed with meat,Meat satisfies my cravings,support
649f1789cf99857f,I am currently obsessed with meat,Meat fills me up and energizes me,support
649f1789cf99857f,I am considering cutting pork out,I eat meat every single day,conflict
649f1789cf99857f,I eat meat every single day,I lost weight and wanted nutrients,support
649f1789cf99857f,I eat meat every single day,Meat fills me up and energizes me,support
649f1789cf99857f,I eat meat every single day,Meat satisfies my cravings,support
649f1789cf99857f,I am currently obsessed with meat,I lost weight and wanted nutrients,support
649f1789cf99857f,I lost weight and wanted nutrients,Meat fills me up and energizes me,support
649f1789cf99857f,Meat fills me up and energizes me,Meat satisfies my cravings,support
649f1789cf99857f,I eat meat every single day,I want to cleanse and fast,conflict
649f1789cf99857f,I am currently obsessed with meat,I want to cleanse and fast,conflict
649f1789cf99857f,I want to cleanse and fast,Meat fills me up and energizes me,conflict
3a4931c85b6bb77d,Doctor advised me to reduce red meat,I am trying to cut back on meat,support
3a4931c85b6bb77d,Doctor advised me to reduce red meat,I want to lower my cholesterol,support
3a4931c85b6bb77d,Doctor advised me to reduce red meat,I have always eaten meat with every meal,conflict
3a4931c85b6bb77d,Doctor advised me to reduce red meat,Most family meals include meat,conflict
3a4931c85b6bb77d,Doctor advised me to reduce red meat,Meat is part of family tradition,conflict
3a4931c85b6bb77d,I am trying to cut back on meat,I have cravings for meat,conflict
3a4931c85b6bb77d,I am trying to cut back on meat,I want to lower my cholesterol,support
3a4931c85b6bb77d,I am trying to cut back on meat,I enjoy finding tasty fish alternatives,support
3a4931c85b6bb77d,I am trying to cut back on meat,My family supports me eating less meat,support
3a4931c85b6bb77d,I enjoy finding tasty fish alternatives,I have cravings for meat,conflict
3a4931c85b6bb77d,I have vegetarian friends,My family supports me eating less meat,support
3a4931c85b6bb77d,I am trying to cut back on meat,I have vegetarian friends,support
3a4931c85b6bb77d,I enjoy finding tasty fish alternatives,I want to lower my cholesterol,support
3a4931c85b6bb77d,I have always eaten meat with every meal,Meat is part of family tradition,support
3a4931c85b6bb77d,I have always eaten meat with every meal,Most family meals include meat,support
3a4931c85b6bb77d,I am trying to cut back on meat,I have always eaten meat with every meal,conflict
3a4931c85b6bb77d,I have always eaten meat with every meal,I have cravings for meat,support
3a4931c85b6bb77d,Meat is part of family tradition,Most family meals include meat,support
